order_id,customer_id,order_date,order_status,payment_mode,product_id,product_category,order_value,discount_value,promised_delivery_date,actual_delivery_date,city,state,is_repeat_customer,shipment_partner,shipment_mode
ST2025001040,7852,2024-03-21 09:45:00,Cancelled,UPI,SKU01077,Accessories,226.52,123.06,2024-03-22 09:45:00,2024-03-24 09:45:00,Mumbai,Tamil Nadu,False,Ecom,Air
ST2025001041,7035,2024-09-16 05:10:00,Cancelled,Wallet,SKU03198,Grooming,2135.01,475.1,2024-09-17 05:10:00,2024-09-18 05:10:00,Hyderabad,Maharashtra,False,Ecom,Surface
ST2025001042,4594,2024-06-10 05:24:00,Delivered,COD,SKU01183,Vet Pharma,1665.97,62.53,2024-06-12 05:24:00,2024-06-16 05:24:00,Hyderabad,Maharashtra,False,Bluedart,Surface
ST2025001043,5841,2024-01-07 13:42:00,Delivered,Wallet,SKU00795,Vet Pharma,3128.53,61.46,2024-01-12 13:42:00,2024-01-11 13:42:00,Chennai,Karnataka,False,Delhivery,Surface
ST2025001044,2409,2024-02-29 18:59:00,Placed,UPI,SKU01625,Food,3345.33,122.64,2024-03-05 18:59:00,2024-03-07 18:59:00,Pune,Maharashtra,False,Bluedart,Air
ST2025001045,5566,2024-08-15 21:16:00,Delivered,Card,SKU04272,Vet Pharma,2787.12,38.39,2024-08-17 21:16:00,2024-08-22 21:16:00,Mumbai,Maharashtra,True,Bluedart,Surface
ST2025001046,5491,2024-09-18 16:42:00,Delivered,Wallet,SKU00292,Vet Pharma,1972.96,375.83,2024-09-21 16:42:00,2024-09-22 16:42:00,Delhi,Delhi,True,XpressBees,Air
ST2025001047,2555,2024-06-26 12:47:00,Delivered,Card,SKU00491,Food,982.17,156.41,2024-07-01 12:47:00,2024-06-28 12:47:00,Pune,West Bengal,False,Delhivery,Air
ST2025001048,1804,2024-03-22 01:15:00,Delivered,COD,SKU02809,Food,3411.39,364.92,2024-03-23 01:15:00,2024-03-27 01:15:00,Pune,Maharashtra,False,XpressBees,Surface
ST2025001049,2279,2024-09-19 13:52:00,Shipped,UPI,SKU03429,Grooming,1465.43,381.37,2024-09-24 13:52:00,2024-09-25 13:52:00,Kolkata,West Bengal,False,XpressBees,Surface
ST2025001050,8083,2024-10-23 17:59:00,Shipped,Card,SKU00634,Vet Pharma,1521.72,118.76,2024-10-26 17:59:00,2024-10-28 17:59:00,Chennai,Karnataka,True,Delhivery,Surface
ST2025001051,6986,2024-06-07 16:59:00,Shipped,Card,SKU03500,Food,3676.64,259.18,2024-06-08 16:59:00,2024-06-08 16:59:00,Chennai,Tamil Nadu,True,Delhivery,Surface
ST2025001052,6619,2024-10-06 13:41:00,Placed,Card,SKU02173,Grooming,3906.05,259.8,2024-10-11 13:41:00,2024-10-13 13:41:00,Bangalore,West Bengal,True,XpressBees,Air
ST2025001053,2387,2024-04-02 03:58:00,Delivered,Card,SKU03387,Grooming,3607.8,435.68,2024-04-04 03:58:00,2024-04-05 03:58:00,Pune,Delhi,False,XpressBees,Surface
ST2025001054,3679,2024-10-29 22:26:00,Delivered,Wallet,SKU03908,Accessories,3993.2,12.82,2024-11-03 22:26:00,2024-10-31 22:26:00,Pune,Maharashtra,False,Ecom,Air
ST2025001055,3106,2024-07-19 05:30:00,Delivered,UPI,SKU04700,Food,3495.3,158.4,2024-07-22 05:30:00,2024-07-21 05:30:00,Kolkata,Delhi,False,Bluedart,Air
ST2025001056,9173,2024-03-21 22:26:00,Shipped,UPI,SKU03469,Accessories,2861.78,441.24,2024-03-22 22:26:00,2024-03-24 22:26:00,Delhi,Telangana,False,Bluedart,Air
ST2025001057,5223,2024-08-04 18:39:00,Delivered,Card,SKU00491,Grooming,1281.2,118.4,2024-08-08 18:39:00,2024-08-08 18:39:00,Delhi,Delhi,False,XpressBees,Surface
ST2025001058,5831,2024-07-22 22:42:00,Placed,UPI,SKU04661,Vet Pharma,3818.88,68.44,2024-07-24 22:42:00,2024-07-27 22:42:00,Hyderabad,West Bengal,False,XpressBees,Air
ST2025001059,3768,2024-02-09 02:31:00,Delivered,Card,SKU04264,Food,3525.01,288.07,2024-02-14 02:31:00,2024-02-10 02:31:00,Bangalore,Delhi,False,XpressBees,Air
ST2025001060,4186,2024-03-25 08:32:00,Shipped,COD,SKU00759,Food,1076.88,152.94,2024-03-27 08:32:00,2024-03-26 08:32:00,Pune,Delhi,False,Ecom,Surface
ST2025001061,3573,2024-05-06 15:42:00,Shipped,COD,SKU01198,Grooming,2033.28,233.65,2024-05-11 15:42:00,2024-05-13 15:42:00,Delhi,Maharashtra,False,XpressBees,Air
ST2025001062,3599,2024-11-09 16:25:00,Cancelled,COD,SKU03444,Food,419.71,410.01,2024-11-13 16:25:00,2024-11-15 16:25:00,Pune,Delhi,False,Ecom,Surface
ST2025001063,5033,2024-04-27 01:03:00,Delivered,UPI,SKU01905,Grooming,3820.24,260.35,2024-04-29 01:03:00,2024-05-01 01:03:00,Delhi,West Bengal,True,XpressBees,Surface
ST2025001064,9428,2024-05-09 05:29:00,Placed,Card,SKU01651,Food,2355.16,257.94,2024-05-14 05:29:00,2024-05-11 05:29:00,Kolkata,Tamil Nadu,False,Delhivery,Surface
ST2025001065,2304,2024-07-26 20:50:00,Shipped,Wallet,SKU04276,Food,1094.02,139.09,2024-07-29 20:50:00,2024-07-31 20:50:00,Hyderabad,Maharashtra,False,Ecom,Surface
ST2025001066,8368,2024-02-11 19:22:00,Delivered,Wallet,SKU03192,Vet Pharma,1275.74,396.43,2024-02-12 19:22:00,2024-02-16 19:22:00,Bangalore,Karnataka,True,XpressBees,Surface
ST2025001067,6877,2024-12-03 10:16:00,Shipped,COD,SKU00028,Grooming,3925.53,369.91,2024-12-08 10:16:00,2024-12-07 10:16:00,Bangalore,Telangana,True,XpressBees,Air
ST2025001068,2301,2024-01-13 09:34:00,Cancelled,COD,SKU02751,Accessories,2520.12,117.06,2024-01-18 09:34:00,2024-01-18 09:34:00,Mumbai,Karnataka,False,Bluedart,Air
ST2025001069,3541,2024-05-24 11:03:00,Delivered,UPI,SKU02705,Vet Pharma,1769.63,160.0,2024-05-29 11:03:00,2024-05-30 11:03:00,Pune,Maharashtra,False,Delhivery,Air
ST2025001070,3051,2024-09-30 23:42:00,Delivered,Wallet,SKU02880,Grooming,2074.41,394.31,2024-10-04 23:42:00,2024-10-02 23:42:00,Kolkata,Karnataka,True,Bluedart,Surface
ST2025001071,7809,2024-02-23 18:32:00,Delivered,UPI,SKU04358,Food,529.42,178.86,2024-02-26 18:32:00,2024-03-01 18:32:00,Chennai,Telangana,False,XpressBees,Surface
ST2025001072,9633,2024-09-25 23:54:00,Shipped,COD,SKU03726,Grooming,438.84,201.78,2024-09-29 23:54:00,2024-09-26 23:54:00,Mumbai,West Bengal,True,XpressBees,Surface
ST2025001073,9996,2024-06-16 13:28:00,Shipped,Card,SKU02674,Grooming,2431.92,182.21,2024-06-18 13:28:00,2024-06-23 13:28:00,Bangalore,West Bengal,True,XpressBees,Air
ST2025001074,1074,2024-03-26 08:04:00,Shipped,Card,SKU02833,Vet Pharma,2121.22,80.82,2024-03-28 08:04:00,2024-03-30 08:04:00,Pune,Delhi,False,Ecom,Air
ST2025001075,7981,2024-08-20 11:46:00,Delivered,Card,SKU03110,Grooming,1532.74,170.45,2024-08-24 11:46:00,2024-08-23 11:46:00,Hyderabad,Karnataka,False,XpressBees,Air
ST2025001076,6475,2024-07-19 23:42:00,Shipped,COD,SKU04293,Food,2329.54,401.47,2024-07-23 23:42:00,2024-07-23 23:42:00,Mumbai,West Bengal,False,Ecom,Surface
ST2025001077,9232,2024-03-23 19:25:00,Cancelled,UPI,SKU03597,Accessories,429.8,245.54,2024-03-26 19:25:00,2024-03-27 19:25:00,Hyderabad,Maharashtra,False,XpressBees,Surface
ST2025001078,8184,2024-11-22 23:51:00,Shipped,Card,SKU03696,Accessories,3784.37,229.11,2024-11-24 23:51:00,2024-11-26 23:51:00,Bangalore,Tamil Nadu,False,Delhivery,Air
ST2025001079,6796,2024-06-07 05:57:00,Placed,Wallet,SKU01461,Food,1280.79,78.18,2024-06-09 05:57:00,2024-06-10 05:57:00,Pune,Telangana,True,Delhivery,Air
ST2025001080,8141,2024-12-23 14:22:00,Placed,Wallet,SKU02922,Accessories,426.35,88.78,2024-12-27 14:22:00,2024-12-25 14:22:00,Hyderabad,Karnataka,True,Ecom,Air
ST2025001081,2622,2024-02-17 01:36:00,Placed,COD,SKU01434,Vet Pharma,802.59,21.48,2024-02-18 01:36:00,2024-02-23 01:36:00,Mumbai,Tamil Nadu,False,Delhivery,Air
ST2025001082,9041,2024-07-05 17:57:00,Shipped,Wallet,SKU04429,Grooming,517.57,6.98,2024-07-10 17:57:00,2024-07-09 17:57:00,Bangalore,Telangana,False,Delhivery,Surface
ST2025001083,1341,2024-01-11 11:26:00,Placed,Wallet,SKU03537,Grooming,837.63,244.01,2024-01-16 11:26:00,2024-01-13 11:26:00,Bangalore,Karnataka,False,Delhivery,Surface
ST2025001084,3074,2024-03-03 12:18:00,Placed,COD,SKU01182,Accessories,1754.5,204.62,2024-03-05 12:18:00,2024-03-05 12:18:00,Mumbai,Maharashtra,True,Bluedart,Surface
ST2025001085,8992,2024-06-20 21:00:00,Delivered,UPI,SKU03406,Accessories,2991.5,137.69,2024-06-24 21:00:00,2024-06-24 21:00:00,Pune,Tamil Nadu,False,Bluedart,Air
ST2025001086,1645,2024-06-01 12:15:00,Delivered,Card,SKU04175,Accessories,1198.54,495.02,2024-06-04 12:15:00,2024-06-03 12:15:00,Chennai,West Bengal,False,Delhivery,Surface
ST2025001087,5263,2024-04-14 13:20:00,Placed,COD,SKU03915,Vet Pharma,1828.32,199.0,2024-04-17 13:20:00,2024-04-17 13:20:00,Mumbai,Tamil Nadu,True,XpressBees,Air
ST2025001088,9801,2024-12-11 11:24:00,Delivered,Wallet,SKU04293,Grooming,3725.72,394.42,2024-12-13 11:24:00,2024-12-15 11:24:00,Mumbai,Karnataka,False,XpressBees,Air
ST2025001089,7136,2024-11-06 22:39:00,Delivered,Card,SKU03192,Grooming,1288.91,105.27,2024-11-07 22:39:00,2024-11-13 22:39:00,Pune,Karnataka,False,XpressBees,Surface
ST2025001090,9646,2024-06-01 01:48:00,Returned,Card,SKU01784,Food,3209.67,123.52,2024-06-06 01:48:00,2024-06-08 01:48:00,Delhi,Maharashtra,True,Delhivery,Surface
ST2025001091,3969,2024-07-04 05:13:00,Delivered,Card,SKU03723,Food,757.59,284.2,2024-07-06 05:13:00,2024-07-08 05:13:00,Bangalore,Maharashtra,False,Delhivery,Surface
ST2025001092,4028,2024-03-18 07:49:00,Shipped,COD,SKU04322,Vet Pharma,836.54,2.01,2024-03-22 07:49:00,2024-03-19 07:49:00,Delhi,Delhi,False,XpressBees,Air
ST2025001093,8643,2024-02-29 08:02:00,Delivered,Card,SKU02643,Grooming,1906.19,8.71,2024-03-01 08:02:00,2024-03-04 08:02:00,Delhi,Karnataka,False,Bluedart,Surface
ST2025001094,3681,2024-09-24 01:30:00,Delivered,UPI,SKU03712,Grooming,1051.29,71.11,2024-09-27 01:30:00,2024-09-30 01:30:00,Delhi,Maharashtra,False,Bluedart,Air
ST2025001095,4629,2024-06-19 17:44:00,Shipped,Wallet,SKU02961,Food,3626.66,111.56,2024-06-24 17:44:00,2024-06-20 17:44:00,Hyderabad,Karnataka,False,Bluedart,Surface
ST2025001096,5225,2024-01-09 06:56:00,Cancelled,COD,SKU04831,Food,345.4,263.92,2024-01-10 06:56:00,2024-01-16 06:56:00,Kolkata,Maharashtra,True,Bluedart,Air
ST2025001097,4067,2024-08-06 00:13:00,Shipped,COD,SKU01580,Grooming,2449.5,343.11,2024-08-11 00:13:00,2024-08-07 00:13:00,Mumbai,Telangana,False,Ecom,Air
ST2025001098,6941,2024-06-05 10:46:00,Returned,Card,SKU01620,Vet Pharma,2476.28,155.94,2024-06-09 10:46:00,2024-06-11 10:46:00,Delhi,Maharashtra,True,Ecom,Air
ST2025001099,2386,2024-10-29 11:21:00,Delivered,Wallet,SKU02967,Accessories,404.2,119.54,2024-11-01 11:21:00,2024-11-01 11:21:00,Hyderabad,Maharashtra,False,XpressBees,Surface
ST2025001100,3866,2024-06-03 19:34:00,Delivered,Card,SKU04316,Vet Pharma,2970.37,411.41,2024-06-06 19:34:00,2024-06-05 19:34:00,Hyderabad,Telangana,False,Ecom,Surface
ST2025001101,5788,2024-02-24 16:40:00,Delivered,Card,SKU02341,Grooming,1955.26,81.39,2024-02-27 16:40:00,2024-02-29 16:40:00,Kolkata,Telangana,True,Ecom,Air
ST2025001102,6490,2024-06-04 17:13:00,Delivered,COD,SKU01228,Accessories,2933.83,339.16,2024-06-05 17:13:00,2024-06-08 17:13:00,Bangalore,West Bengal,False,Bluedart,Surface
ST2025001103,5124,2024-01-13 04:03:00,Delivered,UPI,SKU01729,Vet Pharma,3333.66,465.67,2024-01-16 04:03:00,2024-01-14 04:03:00,Mumbai,Delhi,False,Ecom,Surface
ST2025001104,9340,2024-12-08 11:15:00,Cancelled,Wallet,SKU03586,Vet Pharma,1393.16,116.11,2024-12-13 11:15:00,2024-12-11 11:15:00,Pune,Maharashtra,False,Delhivery,Surface
ST2025001105,4850,2024-05-26 02:28:00,Delivered,Wallet,SKU00202,Grooming,2015.27,43.48,2024-05-28 02:28:00,2024-05-30 02:28:00,Chennai,Telangana,False,Delhivery,Surface
ST2025001106,6415,2024-07-09 10:22:00,Cancelled,Wallet,SKU03161,Food,1153.93,489.88,2024-07-10 10:22:00,2024-07-11 10:22:00,Mumbai,Delhi,False,Delhivery,Air
ST2025001107,8679,2024-09-06 19:38:00,Cancelled,Wallet,SKU03274,Vet Pharma,925.83,135.39,2024-09-07 19:38:00,2024-09-10 19:38:00,Hyderabad,Delhi,False,Bluedart,Surface
ST2025001108,7819,2024-09-18 17:12:00,Returned,UPI,SKU01714,Vet Pharma,152.29,137.83,2024-09-21 17:12:00,2024-09-23 17:12:00,Mumbai,Karnataka,False,Delhivery,Air
ST2025001109,9378,2024-05-31 22:28:00,Delivered,COD,SKU00753,Food,3859.98,241.89,2024-06-01 22:28:00,2024-06-01 22:28:00,Bangalore,Telangana,False,Delhivery,Surface
ST2025001110,2333,2024-09-10 16:04:00,Delivered,UPI,SKU00115,Vet Pharma,1847.57,115.53,2024-09-11 16:04:00,2024-09-15 16:04:00,Mumbai,Tamil Nadu,True,Delhivery,Air
ST2025001111,5150,2024-08-11 09:44:00,Placed,Card,SKU03981,Vet Pharma,200.32,496.44,2024-08-13 09:44:00,2024-08-12 09:44:00,Kolkata,Telangana,False,Delhivery,Air
ST2025001112,7766,2024-05-14 05:27:00,Delivered,COD,SKU02819,Food,184.41,21.48,2024-05-15 05:27:00,2024-05-17 05:27:00,Hyderabad,Telangana,False,XpressBees,Surface
ST2025001113,3711,2024-12-09 18:42:00,Shipped,UPI,SKU00469,Grooming,1260.16,225.74,2024-12-13 18:42:00,2024-12-10 18:42:00,Kolkata,Delhi,False,Bluedart,Air
ST2025001114,5853,2024-09-03 11:29:00,Shipped,Wallet,SKU00426,Grooming,203.66,274.17,2024-09-04 11:29:00,2024-09-05 11:29:00,Hyderabad,West Bengal,False,Bluedart,Surface
ST2025001115,7212,2024-02-28 22:11:00,Shipped,Wallet,SKU01576,Grooming,1591.88,233.48,2024-03-03 22:11:00,2024-03-02 22:11:00,Delhi,Telangana,True,Ecom,Surface
ST2025001116,8479,2024-11-24 04:59:00,Cancelled,COD,SKU01866,Accessories,392.31,260.26,2024-11-26 04:59:00,2024-11-26 04:59:00,Hyderabad,Telangana,True,Bluedart,Air
ST2025001117,6408,2024-02-24 15:59:00,Cancelled,UPI,SKU00834,Grooming,301.12,493.79,2024-02-25 15:59:00,2024-03-02 15:59:00,Bangalore,West Bengal,True,XpressBees,Air
ST2025001118,8715,2024-03-26 02:13:00,Delivered,COD,SKU04107,Accessories,2727.12,438.45,2024-03-31 02:13:00,2024-03-27 02:13:00,Hyderabad,Delhi,True,Bluedart,Surface
ST2025001119,9942,2024-03-20 01:21:00,Delivered,Wallet,SKU03704,Accessories,3641.34,154.22,2024-03-23 01:21:00,2024-03-27 01:21:00,Mumbai,Delhi,False,XpressBees,Air
ST2025001120,2762,2024-02-15 14:58:00,Delivered,UPI,SKU01409,Accessories,1726.14,275.74,2024-02-20 14:58:00,2024-02-18 14:58:00,Pune,Karnataka,True,Delhivery,Air
ST2025001121,8101,2024-07-12 06:24:00,Delivered,Wallet,SKU03482,Food,3371.57,0.16,2024-07-15 06:24:00,2024-07-16 06:24:00,Pune,Karnataka,True,XpressBees,Air
ST2025001122,8674,2024-06-12 08:27:00,Shipped,COD,SKU02171,Accessories,262.67,204.78,2024-06-15 08:27:00,2024-06-19 08:27:00,Pune,Telangana,False,Bluedart,Surface
ST2025001123,7122,2024-04-27 11:11:00,Shipped,COD,SKU00604,Accessories,3144.11,81.94,2024-04-30 11:11:00,2024-05-04 11:11:00,Chennai,Telangana,True,XpressBees,Air
ST2025001124,1481,2024-01-03 12:53:00,Shipped,COD,SKU00213,Food,391.78,355.68,2024-01-07 12:53:00,2024-01-07 12:53:00,Hyderabad,West Bengal,False,XpressBees,Air
ST2025001125,1153,2024-12-25 01:24:00,Delivered,COD,SKU03902,Vet Pharma,3377.99,110.54,2024-12-28 01:24:00,2024-12-27 01:24:00,Pune,Maharashtra,True,Delhivery,Surface
ST2025001126,8617,2024-06-16 08:06:00,Delivered,COD,SKU03739,Vet Pharma,3547.11,374.45,2024-06-19 08:06:00,2024-06-23 08:06:00,Bangalore,Tamil Nadu,False,XpressBees,Surface
ST2025001127,2524,2024-08-21 22:06:00,Delivered,Card,SKU02755,Accessories,3176.0,156.58,2024-08-26 22:06:00,2024-08-25 22:06:00,Kolkata,Maharashtra,True,XpressBees,Air
ST2025001128,3120,2024-10-22 10:24:00,Returned,COD,SKU04636,Grooming,3309.88,462.91,2024-10-27 10:24:00,2024-10-24 10:24:00,Bangalore,Maharashtra,True,Ecom,Air
ST2025001129,3343,2024-10-12 18:07:00,Placed,COD,SKU04802,Vet Pharma,2311.72,222.71,2024-10-13 18:07:00,2024-10-18 18:07:00,Pune,Telangana,False,Ecom,Surface
ST2025001130,6136,2024-07-19 17:08:00,Shipped,Wallet,SKU01759,Grooming,1169.81,419.76,2024-07-22 17:08:00,2024-07-22 17:08:00,Bangalore,Delhi,False,XpressBees,Air
ST2025001131,6760,2024-10-04 07:36:00,Shipped,COD,SKU04594,Food,2626.44,314.08,2024-10-05 07:36:00,2024-10-11 07:36:00,Pune,Delhi,False,XpressBees,Surface
ST2025001132,2240,2024-05-25 12:56:00,Placed,UPI,SKU03069,Vet Pharma,1842.24,488.7,2024-05-28 12:56:00,2024-06-01 12:56:00,Bangalore,Tamil Nadu,True,Bluedart,Air
ST2025001133,1060,2024-04-30 01:52:00,Shipped,COD,SKU00782,Food,170.55,371.36,2024-05-05 01:52:00,2024-05-02 01:52:00,Mumbai,Delhi,False,Delhivery,Air
ST2025001134,2639,2024-03-14 01:48:00,Shipped,Card,SKU04222,Accessories,1985.78,363.85,2024-03-15 01:48:00,2024-03-21 01:48:00,Delhi,Telangana,False,XpressBees,Surface
ST2025001135,7185,2024-07-30 22:00:00,Delivered,COD,SKU03431,Vet Pharma,2657.07,132.43,2024-08-04 22:00:00,2024-08-04 22:00:00,Kolkata,West Bengal,True,Delhivery,Air
ST2025001136,8970,2024-06-19 20:10:00,Shipped,Wallet,SKU01527,Accessories,203.45,252.43,2024-06-20 20:10:00,2024-06-26 20:10:00,Chennai,Delhi,False,Ecom,Air
ST2025001137,2252,2024-05-16 04:55:00,Delivered,UPI,SKU00841,Accessories,2542.24,145.06,2024-05-17 04:55:00,2024-05-22 04:55:00,Kolkata,West Bengal,True,Delhivery,Surface
ST2025001138,5203,2024-01-09 12:57:00,Delivered,UPI,SKU01342,Food,2662.25,9.65,2024-01-12 12:57:00,2024-01-16 12:57:00,Pune,Karnataka,False,Bluedart,Air
ST2025001139,9363,2024-07-10 05:36:00,Placed,COD,SKU04108,Vet Pharma,758.71,355.29,2024-07-13 05:36:00,2024-07-16 05:36:00,Kolkata,Tamil Nadu,False,XpressBees,Surface
ST2025001140,4549,2024-03-18 17:38:00,Delivered,COD,SKU01501,Vet Pharma,1809.64,117.92,2024-03-19 17:38:00,2024-03-23 17:38:00,Delhi,Delhi,True,Ecom,Air
ST2025001141,5197,2024-04-26 03:18:00,Placed,COD,SKU00516,Vet Pharma,3862.68,198.66,2024-05-01 03:18:00,2024-05-02 03:18:00,Delhi,Delhi,False,XpressBees,Air
ST2025001142,8009,2024-08-30 00:54:00,Delivered,COD,SKU03463,Accessories,3554.13,142.32,2024-09-01 00:54:00,2024-09-03 00:54:00,Delhi,Karnataka,False,Bluedart,Air
ST2025001143,7667,2024-08-24 07:22:00,Cancelled,Wallet,SKU03080,Vet Pharma,1731.66,99.82,2024-08-29 07:22:00,2024-08-30 07:22:00,Mumbai,Maharashtra,True,Ecom,Surface
ST2025001144,3322,2024-01-07 12:23:00,Shipped,Wallet,SKU01148,Grooming,1496.91,33.56,2024-01-12 12:23:00,2024-01-12 12:23:00,Kolkata,Telangana,False,Ecom,Air
ST2025001145,5090,2024-09-10 14:06:00,Cancelled,UPI,SKU03444,Grooming,627.71,168.94,2024-09-15 14:06:00,2024-09-16 14:06:00,Kolkata,Delhi,True,Ecom,Air
ST2025001146,7960,2024-01-10 19:01:00,Delivered,COD,SKU03257,Accessories,285.48,40.87,2024-01-11 19:01:00,2024-01-13 19:01:00,Chennai,West Bengal,False,Bluedart,Air
ST2025001147,4004,2024-05-20 04:57:00,Cancelled,Wallet,SKU02595,Food,1295.23,270.16,2024-05-22 04:57:00,2024-05-23 04:57:00,Hyderabad,Karnataka,False,Ecom,Surface
ST2025001148,6136,2024-11-25 09:19:00,Delivered,Wallet,SKU03657,Grooming,3770.09,9.81,2024-11-26 09:19:00,2024-12-02 09:19:00,Hyderabad,Karnataka,True,Bluedart,Air
ST2025001149,1329,2024-06-17 08:33:00,Shipped,UPI,SKU01549,Food,3840.66,470.01,2024-06-21 08:33:00,2024-06-18 08:33:00,Pune,Maharashtra,False,Delhivery,Air
ST2025001150,4640,2024-05-24 06:33:00,Cancelled,UPI,SKU02087,Vet Pharma,3278.2,483.24,2024-05-29 06:33:00,2024-05-30 06:33:00,Chennai,West Bengal,False,XpressBees,Surface
ST2025001151,8982,2024-02-14 19:49:00,Placed,Card,SKU03156,Grooming,1500.68,152.33,2024-02-18 19:49:00,2024-02-21 19:49:00,Chennai,West Bengal,False,XpressBees,Air
ST2025001152,5107,2024-07-05 21:05:00,Shipped,Wallet,SKU02351,Accessories,702.96,130.1,2024-07-08 21:05:00,2024-07-10 21:05:00,Bangalore,Delhi,False,Ecom,Air
ST2025001153,2341,2024-08-20 17:41:00,Shipped,UPI,SKU00979,Accessories,2442.8,52.2,2024-08-23 17:41:00,2024-08-26 17:41:00,Kolkata,Maharashtra,False,XpressBees,Surface
ST2025001154,9407,2024-11-11 05:02:00,Shipped,Wallet,SKU02306,Food,2639.04,452.46,2024-11-16 05:02:00,2024-11-13 05:02:00,Delhi,Tamil Nadu,False,Ecom,Air
ST2025001155,1338,2024-03-04 19:56:00,Delivered,Wallet,SKU03884,Accessories,1784.61,293.43,2024-03-06 19:56:00,2024-03-05 19:56:00,Bangalore,Karnataka,False,Bluedart,Air
ST2025001156,6895,2024-05-24 17:04:00,Delivered,COD,SKU03048,Food,2812.84,305.06,2024-05-29 17:04:00,2024-05-30 17:04:00,Mumbai,Telangana,False,Delhivery,Air
ST2025001157,3708,2024-02-10 11:11:00,Cancelled,COD,SKU02590,Food,3024.73,447.93,2024-02-11 11:11:00,2024-02-16 11:11:00,Mumbai,Karnataka,False,Delhivery,Surface
ST2025001158,2750,2024-11-13 00:09:00,Placed,COD,SKU02007,Grooming,3164.79,455.39,2024-11-18 00:09:00,2024-11-19 00:09:00,Chennai,Maharashtra,True,Bluedart,Surface
ST2025001159,6604,2024-11-21 22:38:00,Returned,COD,SKU02600,Grooming,2083.85,414.17,2024-11-25 22:38:00,2024-11-25 22:38:00,Mumbai,Telangana,False,Ecom,Air
ST2025001160,3421,2024-02-19 20:29:00,Cancelled,Wallet,SKU02509,Accessories,3197.82,386.72,2024-02-23 20:29:00,2024-02-25 20:29:00,Chennai,Telangana,False,XpressBees,Surface
ST2025001161,8119,2024-09-26 07:08:00,Placed,Card,SKU04320,Food,248.08,438.62,2024-09-27 07:08:00,2024-09-29 07:08:00,Kolkata,Karnataka,True,XpressBees,Air
ST2025001162,9901,2024-06-26 20:57:00,Shipped,Card,SKU02140,Grooming,2769.56,437.99,2024-07-01 20:57:00,2024-07-01 20:57:00,Hyderabad,Telangana,True,Ecom,Surface
ST2025001163,6319,2024-09-07 22:45:00,Delivered,Card,SKU00280,Vet Pharma,1057.19,184.32,2024-09-09 22:45:00,2024-09-12 22:45:00,Delhi,Delhi,False,Ecom,Surface
ST2025001164,7609,2024-11-11 04:52:00,Delivered,Wallet,SKU01194,Accessories,1191.5,486.7,2024-11-16 04:52:00,2024-11-15 04:52:00,Kolkata,Karnataka,False,Ecom,Surface
ST2025001165,6387,2024-02-19 20:58:00,Delivered,Card,SKU01758,Accessories,501.51,354.57,2024-02-24 20:58:00,2024-02-20 20:58:00,Mumbai,Maharashtra,True,Delhivery,Air
ST2025001166,4993,2024-01-15 16:34:00,Delivered,Wallet,SKU02046,Vet Pharma,890.71,185.1,2024-01-20 16:34:00,2024-01-16 16:34:00,Bangalore,Tamil Nadu,False,Delhivery,Surface
ST2025001167,9680,2024-05-14 04:39:00,Delivered,UPI,SKU00248,Vet Pharma,3969.23,221.02,2024-05-15 04:39:00,2024-05-18 04:39:00,Mumbai,Maharashtra,False,XpressBees,Surface
ST2025001168,9044,2024-06-12 23:10:00,Placed,Card,SKU01385,Vet Pharma,1749.25,343.57,2024-06-15 23:10:00,2024-06-13 23:10:00,Pune,Delhi,True,Ecom,Surface
ST2025001169,9238,2024-10-02 09:27:00,Delivered,Wallet,SKU01373,Grooming,3721.9,180.55,2024-10-07 09:27:00,2024-10-09 09:27:00,Delhi,Tamil Nadu,False,Bluedart,Air
ST2025001170,5873,2024-05-14 16:57:00,Placed,UPI,SKU02914,Vet Pharma,777.16,413.28,2024-05-19 16:57:00,2024-05-15 16:57:00,Mumbai,Tamil Nadu,False,Ecom,Air
ST2025001171,5806,2024-03-04 16:57:00,Delivered,COD,SKU03673,Accessories,935.63,74.03,2024-03-09 16:57:00,2024-03-06 16:57:00,Chennai,West Bengal,False,Bluedart,Air
ST2025001172,9592,2024-06-18 10:20:00,Delivered,UPI,SKU00045,Grooming,2297.58,453.8,2024-06-19 10:20:00,2024-06-24 10:20:00,Mumbai,Maharashtra,True,Ecom,Air
ST2025001173,6913,2024-04-29 16:17:00,Delivered,UPI,SKU02086,Food,1495.7,150.6,2024-04-30 16:17:00,2024-04-30 16:17:00,Hyderabad,Karnataka,True,Ecom,Surface
ST2025001174,8124,2024-05-20 14:04:00,Returned,Card,SKU04512,Vet Pharma,2629.07,76.36,2024-05-23 14:04:00,2024-05-27 14:04:00,Kolkata,Karnataka,True,Delhivery,Air
ST2025001175,4157,2024-04-12 06:55:00,Delivered,COD,SKU02541,Accessories,1774.88,429.01,2024-04-13 06:55:00,2024-04-14 06:55:00,Hyderabad,Tamil Nadu,False,Bluedart,Air
ST2025001176,1390,2024-10-16 03:24:00,Delivered,COD,SKU02371,Vet Pharma,3274.65,119.73,2024-10-19 03:24:00,2024-10-18 03:24:00,Mumbai,Maharashtra,False,Ecom,Air
ST2025001177,5430,2024-08-25 13:13:00,Delivered,Card,SKU02516,Food,1811.5,421.7,2024-08-29 13:13:00,2024-08-26 13:13:00,Bangalore,Maharashtra,False,Ecom,Air
