ticket_id,customer_id,order_id,issue_category,created_at,resolved_at,resolution_status,csat_score
TKT001146,2001,ST2025006982,Vet Consult,2024-06-06 15:46:00,2024-06-09 04:46:00,Resolved,1
TKT001147,7673,ST2025009911,Delivery Delay,2024-11-24 20:28:00,2024-11-26 18:28:00,Resolved,2
TKT001148,1307,ST2025005157,Delivery Delay,2024-01-25 01:35:00,2024-02-01 08:35:00,Resolved,2
TKT001149,8378,ST2025000392,Product Issue,2024-03-11 10:32:00,2024-03-17 13:32:00,Resolved,4
TKT001150,2545,ST2025005480,Product Issue,2024-08-08 03:46:00,2024-08-10 17:46:00,Resolved,2
TKT001151,3373,ST2025001965,Delivery Delay,2024-10-28 14:49:00,2024-11-03 03:49:00,Resolved,2
TKT001152,8423,ST2025001547,Payment Issue,2024-02-17 10:30:00,2024-02-18 14:30:00,Resolved,3
TKT001153,3526,ST2025003182,Product Issue,2024-04-20 08:37:00,2024-04-24 15:37:00,Resolved,3
TKT001154,1815,ST2025008784,Payment Issue,2024-04-02 01:39:00,2024-04-08 12:39:00,Resolved,5
TKT001155,4965,ST2025007459,Vet Consult,2024-10-08 16:13:00,2024-10-09 22:13:00,Resolved,5
TKT001156,7364,ST2025008832,Payment Issue,2024-10-27 20:22:00,2024-10-30 15:22:00,Pending,4
TKT001157,8165,ST2025004977,Product Issue,2024-04-07 07:59:00,2024-04-11 12:59:00,Resolved,4
TKT001158,5669,ST2025005039,Delivery Delay,2024-04-27 14:31:00,2024-04-28 10:31:00,Resolved,1
TKT001159,7380,ST2025001783,Payment Issue,2024-02-08 03:39:00,2024-02-14 15:39:00,Pending,4
TKT001160,9234,ST2025008299,Delivery Delay,2024-01-02 05:48:00,2024-01-04 12:48:00,Resolved,2
TKT001161,6780,ST2025008213,Vet Consult,2024-06-20 10:57:00,2024-06-25 22:57:00,Resolved,5
TKT001162,6675,ST2025004585,Product Issue,2024-07-22 07:02:00,2024-07-27 06:02:00,Resolved,4
TKT001163,5009,ST2025009144,Delivery Delay,2024-01-10 06:47:00,2024-01-16 06:47:00,Escalated,2
TKT001164,6539,ST2025006322,Delivery Delay,2024-05-12 10:39:00,2024-05-18 13:39:00,Resolved,3
TKT001165,5909,ST2025009673,Payment Issue,2024-07-27 09:00:00,2024-07-31 00:00:00,Pending,4
TKT001166,2103,ST2025006846,Payment Issue,2024-12-24 22:25:00,2024-12-26 09:25:00,Resolved,3
TKT001167,6604,ST2025006417,Delivery Delay,2024-09-09 19:46:00,2024-09-11 17:46:00,Resolved,3
TKT001168,8529,ST2025007985,Product Issue,2024-10-08 21:07:00,2024-10-15 00:07:00,Resolved,2
TKT001169,5491,ST2025005511,Delivery Delay,2024-12-07 12:21:00,2024-12-10 12:21:00,Resolved,5
TKT001170,9808,ST2025006974,Vet Consult,2024-09-25 15:31:00,2024-09-27 06:31:00,Pending,2
TKT001171,4227,ST2025001407,Payment Issue,2024-06-27 23:12:00,2024-06-29 03:12:00,Resolved,1
TKT001172,6785,ST2025005274,Delivery Delay,2024-03-26 20:43:00,2024-04-02 22:43:00,Escalated,4
TKT001173,6218,ST2025003534,Payment Issue,2024-10-26 23:34:00,2024-10-27 14:34:00,Escalated,2
TKT001174,3153,ST2025001895,Vet Consult,2024-03-02 02:55:00,2024-03-09 12:55:00,Pending,5
TKT001175,2994,ST2025006096,Product Issue,2024-12-10 23:38:00,2024-12-14 18:38:00,Pending,3
TKT001176,1115,ST2025005898,Product Issue,2024-02-28 10:57:00,2024-03-01 00:57:00,Resolved,4
TKT001177,7016,ST2025007328,Delivery Delay,2024-08-31 21:38:00,2024-09-03 00:38:00,Escalated,2
TKT001178,8002,ST2025002173,Payment Issue,2024-03-09 00:08:00,2024-03-12 07:08:00,Resolved,3
TKT001179,4173,ST2025007575,Delivery Delay,2024-05-30 16:01:00,2024-06-07 10:01:00,Resolved,1
TKT001180,2827,ST2025005156,Vet Consult,2024-12-28 21:13:00,2024-12-30 01:13:00,Resolved,5
TKT001181,1350,ST2025001328,Payment Issue,2024-11-12 11:44:00,2024-11-16 09:44:00,Pending,2
TKT001182,2276,ST2025007877,Delivery Delay,2024-06-16 14:38:00,2024-06-24 22:38:00,Resolved,3
TKT001183,2118,ST2025003439,Payment Issue,2024-11-01 18:33:00,2024-11-03 13:33:00,Resolved,5
TKT001184,5243,ST2025007690,Vet Consult,2024-09-16 07:31:00,2024-09-18 13:31:00,Pending,3
TKT001185,6229,ST2025009727,Product Issue,2024-11-09 01:19:00,2024-11-16 17:19:00,Escalated,4
TKT001186,4516,ST2025004637,Payment Issue,2024-05-03 13:46:00,2024-05-06 02:46:00,Pending,1
TKT001187,2151,ST2025004641,Vet Consult,2024-09-14 06:27:00,2024-09-17 13:27:00,Resolved,1
TKT001188,3607,ST2025009045,Product Issue,2024-08-10 19:21:00,2024-08-15 13:21:00,Pending,2
TKT001189,1966,ST2025006511,Delivery Delay,2024-11-13 12:42:00,2024-11-14 01:42:00,Resolved,5
TKT001190,6715,ST2025001386,Vet Consult,2024-05-18 21:05:00,2024-05-25 20:05:00,Pending,2
TKT001191,1929,ST2025006244,Delivery Delay,2024-04-08 16:40:00,2024-04-09 17:40:00,Resolved,4
TKT001192,5734,ST2025007294,Delivery Delay,2024-05-15 01:37:00,2024-05-23 09:37:00,Resolved,2
TKT001193,7761,ST2025003734,Delivery Delay,2024-08-21 19:38:00,2024-08-28 04:38:00,Resolved,5
TKT001194,4882,ST2025007269,Payment Issue,2024-05-29 09:08:00,2024-06-04 18:08:00,Pending,2
TKT001195,1231,ST2025007275,Product Issue,2024-07-29 19:33:00,2024-07-30 23:33:00,Pending,2
TKT001196,8175,ST2025008714,Payment Issue,2024-06-11 04:26:00,2024-06-17 15:26:00,Resolved,2
TKT001197,4065,ST2025004672,Payment Issue,2024-11-23 11:53:00,2024-11-24 14:53:00,Escalated,2
TKT001198,4340,ST2025003579,Payment Issue,2024-02-27 18:44:00,2024-03-07 00:44:00,Resolved,4
TKT001199,4072,ST2025004265,Payment Issue,2024-04-01 19:30:00,2024-04-05 11:30:00,Resolved,1
TKT001200,8269,ST2025004517,Vet Consult,2024-03-15 17:39:00,2024-03-20 14:39:00,Resolved,5
TKT001201,2164,ST2025000520,Product Issue,2024-03-12 05:16:00,2024-03-18 03:16:00,Resolved,2
TKT001202,5468,ST2025000561,Payment Issue,2024-10-16 06:34:00,2024-10-17 02:34:00,Pending,3
TKT001203,2423,ST2025008328,Delivery Delay,2024-11-21 06:54:00,2024-11-27 12:54:00,Resolved,3
TKT001204,8860,ST2025009104,Vet Consult,2024-10-09 03:44:00,2024-10-14 23:44:00,Resolved,3
TKT001205,8970,ST2025007611,Product Issue,2024-05-19 12:45:00,2024-05-20 02:45:00,Resolved,2
TKT001206,5051,ST2025001617,Vet Consult,2024-09-04 03:21:00,2024-09-04 19:21:00,Resolved,1
TKT001207,5868,ST2025007529,Delivery Delay,2024-05-15 22:57:00,2024-05-23 08:57:00,Escalated,1
TKT001208,7021,ST2025006512,Product Issue,2024-04-25 10:48:00,2024-04-27 19:48:00,Resolved,4
TKT001209,5567,ST2025009559,Vet Consult,2024-05-09 03:26:00,2024-05-12 07:26:00,Escalated,1
TKT001210,1559,ST2025006865,Vet Consult,2024-11-24 05:02:00,2024-12-02 04:02:00,Resolved,2
TKT001211,8848,ST2025009713,Vet Consult,2024-12-02 18:57:00,2024-12-09 22:57:00,Resolved,3
TKT001212,3654,ST2025003911,Payment Issue,2024-09-11 12:24:00,2024-09-13 13:24:00,Pending,5
TKT001213,1919,ST2025006716,Vet Consult,2024-08-03 06:10:00,2024-08-03 23:10:00,Pending,1
TKT001214,2229,ST2025002392,Product Issue,2024-03-14 19:25:00,2024-03-19 08:25:00,Resolved,1
TKT001215,7852,ST2025004195,Delivery Delay,2024-04-23 20:33:00,2024-04-29 08:33:00,Resolved,1
TKT001216,3285,ST2025002665,Vet Consult,2024-01-29 11:32:00,2024-01-30 15:32:00,Resolved,1
TKT001217,7776,ST2025005390,Product Issue,2024-04-25 06:50:00,2024-04-30 00:50:00,Resolved,2
TKT001218,5374,ST2025003924,Vet Consult,2024-05-03 02:56:00,2024-05-05 01:56:00,Pending,3
TKT001219,7142,ST2025008553,Payment Issue,2024-12-25 19:58:00,2024-12-27 12:58:00,Pending,5
TKT001220,5857,ST2025001379,Delivery Delay,2024-10-11 16:06:00,2024-10-13 11:06:00,Escalated,5
TKT001221,1281,ST2025003225,Delivery Delay,2024-04-28 13:02:00,2024-04-29 01:02:00,Resolved,2
TKT001222,1526,ST2025000995,Delivery Delay,2024-11-02 04:42:00,2024-11-04 19:42:00,Resolved,2
TKT001223,5873,ST2025004872,Delivery Delay,2024-07-06 15:44:00,2024-07-12 00:44:00,Resolved,3
TKT001224,8400,ST2025003967,Vet Consult,2024-03-10 20:16:00,2024-03-17 08:16:00,Resolved,2
TKT001225,6606,ST2025008386,Vet Consult,2024-09-11 06:17:00,2024-09-19 02:17:00,Resolved,5
TKT001226,3160,ST2025001981,Vet Consult,2024-05-17 18:29:00,2024-05-23 08:29:00,Pending,2
TKT001227,4854,ST2025009288,Delivery Delay,2024-11-02 00:32:00,2024-11-03 10:32:00,Resolved,4
TKT001228,8079,ST2025002587,Product Issue,2024-10-05 00:42:00,2024-10-09 22:42:00,Resolved,1
TKT001229,6546,ST2025007499,Delivery Delay,2024-10-17 06:51:00,2024-10-25 10:51:00,Pending,5
TKT001230,5443,ST2025005491,Payment Issue,2024-02-09 23:40:00,2024-02-16 09:40:00,Resolved,3
TKT001231,4659,ST2025005772,Vet Consult,2024-09-04 14:11:00,2024-09-10 17:11:00,Pending,4
TKT001232,4174,ST2025002036,Payment Issue,2024-03-28 10:46:00,2024-04-03 20:46:00,Resolved,4
TKT001233,1802,ST2025009944,Delivery Delay,2024-09-01 14:07:00,2024-09-08 04:07:00,Escalated,1
TKT001234,4874,ST2025002715,Delivery Delay,2024-12-25 21:36:00,2024-12-26 20:36:00,Pending,3
TKT001235,1223,ST2025009642,Payment Issue,2024-10-31 18:31:00,2024-11-06 16:31:00,Resolved,2
TKT001236,7032,ST2025003947,Delivery Delay,2024-12-15 04:06:00,2024-12-17 02:06:00,Pending,1
TKT001237,9690,ST2025001576,Vet Consult,2024-01-02 11:00:00,2024-01-02 17:00:00,Resolved,3
TKT001238,8390,ST2025003326,Vet Consult,2024-03-11 11:44:00,2024-03-17 16:44:00,Resolved,3
TKT001239,8939,ST2025000750,Vet Consult,2024-04-06 21:48:00,2024-04-15 05:48:00,Resolved,4
TKT001240,1062,ST2025009956,Payment Issue,2024-09-17 12:06:00,2024-09-20 23:06:00,Escalated,2
TKT001241,3387,ST2025005881,Delivery Delay,2024-07-24 11:54:00,2024-07-31 22:54:00,Resolved,5
TKT001242,9504,ST2025008670,Payment Issue,2024-09-02 08:08:00,2024-09-08 05:08:00,Resolved,3
TKT001243,8226,ST2025007833,Vet Consult,2024-04-02 12:27:00,2024-04-07 16:27:00,Resolved,1
TKT001244,7665,ST2025003002,Product Issue,2024-03-11 19:21:00,2024-03-17 00:21:00,Resolved,5
TKT001245,6205,ST2025004929,Payment Issue,2024-03-28 12:45:00,2024-04-03 00:45:00,Resolved,2
TKT001246,7005,ST2025001570,Vet Consult,2024-04-14 04:27:00,2024-04-16 01:27:00,Resolved,3
TKT001247,6340,ST2025006829,Payment Issue,2024-08-17 19:43:00,2024-08-26 01:43:00,Resolved,3
TKT001248,1287,ST2025005333,Product Issue,2024-04-27 00:32:00,2024-05-04 03:32:00,Resolved,1
TKT001249,4017,ST2025008211,Payment Issue,2024-05-04 12:22:00,2024-05-10 07:22:00,Resolved,3
TKT001250,8951,ST2025001840,Vet Consult,2024-09-13 01:29:00,2024-09-17 16:29:00,Resolved,5
TKT001251,7578,ST2025005020,Delivery Delay,2024-02-14 04:07:00,2024-02-15 05:07:00,Pending,3
TKT001252,5258,ST2025003656,Delivery Delay,2024-02-25 13:05:00,2024-03-02 23:05:00,Pending,3
TKT001253,7938,ST2025005751,Product Issue,2024-07-26 05:32:00,2024-08-01 17:32:00,Pending,1
TKT001254,4264,ST2025004586,Payment Issue,2024-11-20 03:43:00,2024-11-22 17:43:00,Resolved,1
TKT001255,5432,ST2025000614,Delivery Delay,2024-08-09 09:11:00,2024-08-15 17:11:00,Resolved,3
TKT001256,2687,ST2025002314,Vet Consult,2024-12-03 05:42:00,2024-12-10 05:42:00,Resolved,4
TKT001257,1229,ST2025008053,Vet Consult,2024-05-16 03:38:00,2024-05-17 20:38:00,Resolved,1
TKT001258,4230,ST2025006389,Product Issue,2024-01-18 14:44:00,2024-01-23 20:44:00,Resolved,3
TKT001259,1572,ST2025009387,Product Issue,2024-09-14 20:55:00,2024-09-21 10:55:00,Resolved,5
TKT001260,7059,ST2025003681,Product Issue,2024-06-01 17:05:00,2024-06-08 22:05:00,Resolved,4
TKT001261,6913,ST2025008545,Delivery Delay,2024-05-18 08:47:00,2024-05-26 03:47:00,Resolved,3
TKT001262,2857,ST2025006280,Vet Consult,2024-04-22 15:53:00,2024-04-29 21:53:00,Resolved,5
TKT001263,9447,ST2025005135,Payment Issue,2024-05-04 19:53:00,2024-05-10 19:53:00,Resolved,4
TKT001264,2278,ST2025009401,Payment Issue,2024-12-16 11:03:00,2024-12-23 16:03:00,Resolved,4
TKT001265,7099,ST2025006954,Product Issue,2024-08-11 13:29:00,2024-08-19 14:29:00,Resolved,4
TKT001266,3686,ST2025008810,Vet Consult,2024-06-14 21:42:00,2024-06-16 01:42:00,Resolved,3
TKT001267,3278,ST2025003815,Delivery Delay,2024-04-24 06:58:00,2024-04-29 09:58:00,Resolved,3
TKT001268,2519,ST2025003395,Vet Consult,2024-02-24 23:15:00,2024-02-26 18:15:00,Resolved,1
TKT001269,6495,ST2025000171,Product Issue,2024-08-05 10:53:00,2024-08-05 11:53:00,Resolved,5
TKT001270,1118,ST2025000221,Delivery Delay,2024-12-14 15:34:00,2024-12-21 22:34:00,Pending,5
TKT001271,6755,ST2025007217,Vet Consult,2024-08-19 05:06:00,2024-08-19 18:06:00,Resolved,5
TKT001272,3468,ST2025004772,Delivery Delay,2024-09-06 06:08:00,2024-09-09 05:08:00,Resolved,4
TKT001273,9278,ST2025002590,Vet Consult,2024-12-25 12:32:00,2024-12-26 17:32:00,Resolved,4
TKT001274,1761,ST2025009334,Delivery Delay,2024-09-14 08:57:00,2024-09-18 02:57:00,Resolved,2
TKT001275,4095,ST2025009899,Vet Consult,2024-11-20 05:54:00,2024-11-26 02:54:00,Resolved,1
TKT001276,5161,ST2025003173,Payment Issue,2024-01-25 17:03:00,2024-01-27 01:03:00,Pending,1
TKT001277,8326,ST2025006673,Vet Consult,2024-12-25 00:11:00,2024-12-30 06:11:00,Escalated,1
TKT001278,2723,ST2025000561,Payment Issue,2024-03-15 22:43:00,2024-03-18 19:43:00,Resolved,1
TKT001279,2380,ST2025009370,Delivery Delay,2024-03-19 14:50:00,2024-03-20 12:50:00,Resolved,3
TKT001280,4856,ST2025003633,Delivery Delay,2024-03-17 14:02:00,2024-03-19 10:02:00,Resolved,4
TKT001281,7304,ST2025006119,Payment Issue,2024-04-06 19:48:00,2024-04-14 02:48:00,Pending,3
TKT001282,8739,ST2025007405,Payment Issue,2024-01-10 05:46:00,2024-01-16 04:46:00,Resolved,2
TKT001283,9052,ST2025003736,Payment Issue,2024-07-01 21:04:00,2024-07-03 13:04:00,Resolved,3
TKT001284,2968,ST2025007582,Payment Issue,2024-10-24 15:35:00,2024-10-24 23:35:00,Resolved,4
TKT001285,6720,ST2025008038,Delivery Delay,2024-12-09 01:41:00,2024-12-15 07:41:00,Pending,2
TKT001286,5422,ST2025005978,Product Issue,2024-04-07 03:54:00,2024-04-10 18:54:00,Resolved,4
TKT001287,5813,ST2025000541,Payment Issue,2024-10-25 00:11:00,2024-10-25 16:11:00,Pending,2
TKT001288,3659,ST2025000582,Vet Consult,2024-09-14 14:50:00,2024-09-16 01:50:00,Pending,4
TKT001289,3001,ST2025007834,Payment Issue,2024-12-04 14:19:00,2024-12-10 21:19:00,Resolved,5
TKT001290,3418,ST2025008311,Product Issue,2024-12-11 21:17:00,2024-12-17 16:17:00,Pending,5
TKT001291,7766,ST2025001386,Vet Consult,2024-10-20 21:59:00,2024-10-26 18:59:00,Resolved,1
TKT001292,5595,ST2025003839,Product Issue,2024-09-16 09:27:00,2024-09-20 07:27:00,Pending,4
TKT001293,8693,ST2025006346,Vet Consult,2024-07-28 21:44:00,2024-08-05 10:44:00,Resolved,5
TKT001294,4358,ST2025008774,Delivery Delay,2024-11-15 11:58:00,2024-11-23 07:58:00,Resolved,5
TKT001295,8345,ST2025000588,Vet Consult,2024-10-15 18:10:00,2024-10-18 09:10:00,Resolved,3
TKT001296,9624,ST2025004410,Vet Consult,2024-08-20 15:06:00,2024-08-25 18:06:00,Resolved,5
TKT001297,1769,ST2025001489,Payment Issue,2024-11-21 20:31:00,2024-11-29 01:31:00,Resolved,5
TKT001298,9795,ST2025006631,Payment Issue,2024-06-06 00:24:00,2024-06-13 08:24:00,Pending,5
TKT001299,3844,ST2025002087,Delivery Delay,2024-02-17 06:24:00,2024-02-19 11:24:00,Resolved,1
TKT001300,5178,ST2025009929,Delivery Delay,2024-12-07 18:30:00,2024-12-15 06:30:00,Pending,2
TKT001301,3293,ST2025005234,Product Issue,2024-11-12 03:03:00,2024-11-14 15:03:00,Resolved,5
TKT001302,8547,ST2025002319,Payment Issue,2024-07-04 16:59:00,2024-07-05 01:59:00,Resolved,5
TKT001303,7164,ST2025004932,Delivery Delay,2024-09-22 05:02:00,2024-09-24 06:02:00,Resolved,1
TKT001304,4306,ST2025002018,Payment Issue,2024-11-09 16:42:00,2024-11-15 19:42:00,Resolved,3
TKT001305,8972,ST2025009568,Payment Issue,2024-10-14 08:52:00,2024-10-19 09:52:00,Resolved,1
TKT001306,3989,ST2025006557,Payment Issue,2024-09-02 09:51:00,2024-09-07 02:51:00,Resolved,1
TKT001307,6573,ST2025009218,Product Issue,2024-09-14 21:01:00,2024-09-23 00:01:00,Resolved,4
TKT001308,2074,ST2025004758,Vet Consult,2024-07-30 15:13:00,2024-08-06 01:13:00,Resolved,2
TKT001309,9598,ST2025003411,Product Issue,2024-04-27 04:27:00,2024-04-27 14:27:00,Resolved,3
TKT001310,6279,ST2025002974,Product Issue,2024-05-04 21:15:00,2024-05-06 11:15:00,Resolved,2
TKT001311,7142,ST2025006084,Delivery Delay,2024-10-15 00:21:00,2024-10-18 13:21:00,Pending,5
TKT001312,3997,ST2025003738,Product Issue,2024-08-25 19:13:00,2024-09-02 07:13:00,Resolved,3
TKT001313,3986,ST2025006270,Delivery Delay,2024-12-19 15:59:00,2024-12-27 17:59:00,Resolved,1
TKT001314,7238,ST2025001837,Payment Issue,2024-04-21 23:58:00,2024-04-27 14:58:00,Resolved,2
TKT001315,5644,ST2025001906,Payment Issue,2024-01-06 00:11:00,2024-01-07 19:11:00,Resolved,2
TKT001316,3321,ST2025007341,Payment Issue,2024-01-06 04:51:00,2024-01-13 08:51:00,Escalated,1
TKT001317,8226,ST2025004110,Delivery Delay,2024-12-20 10:10:00,2024-12-23 05:10:00,Resolved,5
TKT001318,5808,ST2025000918,Delivery Delay,2024-08-05 16:26:00,2024-08-08 20:26:00,Pending,3
TKT001319,5656,ST2025006214,Product Issue,2024-07-13 20:58:00,2024-07-21 08:58:00,Resolved,4
TKT001320,7732,ST2025002547,Payment Issue,2024-04-10 17:42:00,2024-04-14 06:42:00,Pending,5
TKT001321,9835,ST2025009751,Payment Issue,2024-05-24 18:25:00,2024-05-30 17:25:00,Pending,4
TKT001322,7604,ST2025001384,Delivery Delay,2024-02-10 20:37:00,2024-02-10 22:37:00,Escalated,1
TKT001323,2462,ST2025007157,Payment Issue,2024-08-26 11:24:00,2024-09-03 14:24:00,Resolved,5
TKT001324,5530,ST2025009577,Vet Consult,2024-08-12 11:53:00,2024-08-13 19:53:00,Escalated,3
TKT001325,6172,ST2025005479,Delivery Delay,2024-11-21 19:19:00,2024-11-26 23:19:00,Pending,4
TKT001326,3063,ST2025003838,Payment Issue,2024-11-26 23:26:00,2024-12-01 09:26:00,Pending,5
TKT001327,8867,ST2025004802,Delivery Delay,2024-03-02 11:35:00,2024-03-10 00:35:00,Resolved,5
TKT001328,5290,ST2025004548,Vet Consult,2024-09-03 22:02:00,2024-09-06 10:02:00,Pending,3
TKT001329,8788,ST2025007310,Payment Issue,2024-12-10 06:01:00,2024-12-14 15:01:00,Resolved,4
TKT001330,5199,ST2025005157,Delivery Delay,2024-12-26 11:03:00,2024-12-26 20:03:00,Pending,2
TKT001331,2170,ST2025006499,Delivery Delay,2024-05-27 05:40:00,2024-05-28 15:40:00,Resolved,3
TKT001332,8178,ST2025007633,Payment Issue,2024-01-23 03:55:00,2024-01-27 09:55:00,Resolved,3
TKT001333,3711,ST2025005753,Vet Consult,2024-08-13 23:05:00,2024-08-20 18:05:00,Resolved,3
TKT001334,3785,ST2025003826,Delivery Delay,2024-01-05 05:51:00,2024-01-11 17:51:00,Pending,3
TKT001335,2278,ST2025001819,Delivery Delay,2024-04-27 18:18:00,2024-04-28 06:18:00,Resolved,4
TKT001336,3646,ST2025005773,Payment Issue,2024-03-11 06:42:00,2024-03-15 15:42:00,Resolved,2
TKT001337,7342,ST2025006397,Delivery Delay,2024-09-25 22:13:00,2024-09-30 13:13:00,Resolved,3
TKT001338,9708,ST2025003528,Payment Issue,2024-08-25 14:53:00,2024-08-25 19:53:00,Pending,4
TKT001339,9128,ST2025006130,Delivery Delay,2024-05-08 03:40:00,2024-05-12 06:40:00,Resolved,1
TKT001340,7941,ST2025005165,Product Issue,2024-09-27 17:47:00,2024-10-01 00:47:00,Resolved,1
TKT001341,3804,ST2025004739,Delivery Delay,2024-09-09 02:22:00,2024-09-10 06:22:00,Resolved,5
TKT001342,7280,ST2025006977,Product Issue,2024-01-07 11:24:00,2024-01-07 19:24:00,Pending,3
TKT001343,3986,ST2025009247,Delivery Delay,2024-04-21 12:30:00,2024-04-26 08:30:00,Resolved,5
TKT001344,5185,ST2025001770,Vet Consult,2024-04-13 07:02:00,2024-04-19 09:02:00,Pending,2
TKT001345,9828,ST2025007143,Product Issue,2024-10-05 09:10:00,2024-10-05 23:10:00,Resolved,5
TKT001346,8372,ST2025007618,Payment Issue,2024-04-04 10:33:00,2024-04-06 19:33:00,Resolved,3
TKT001347,4758,ST2025005562,Delivery Delay,2024-08-12 02:13:00,2024-08-14 12:13:00,Resolved,1
TKT001348,3922,ST2025004988,Delivery Delay,2024-10-02 04:42:00,2024-10-02 13:42:00,Pending,2
TKT001349,7666,ST2025003568,Product Issue,2024-10-03 10:32:00,2024-10-11 12:32:00,Resolved,4
TKT001350,4359,ST2025004669,Delivery Delay,2024-08-07 23:44:00,2024-08-08 11:44:00,Escalated,1
TKT001351,9995,ST2025008304,Delivery Delay,2024-09-29 04:50:00,2024-10-05 18:50:00,Resolved,4
TKT001352,2159,ST2025000385,Product Issue,2024-07-02 10:06:00,2024-07-06 16:06:00,Resolved,1
TKT001353,4403,ST2025006732,Delivery Delay,2024-07-24 09:56:00,2024-07-29 17:56:00,Escalated,2
TKT001354,3723,ST2025000422,Vet Consult,2024-12-25 15:00:00,2024-12-27 14:00:00,Resolved,4
TKT001355,7040,ST2025007337,Product Issue,2024-04-20 02:29:00,2024-04-24 02:29:00,Resolved,3
TKT001356,4180,ST2025008024,Payment Issue,2024-12-02 19:02:00,2024-12-11 01:02:00,Resolved,1
TKT001357,8214,ST2025004659,Payment Issue,2024-03-30 01:50:00,2024-04-03 05:50:00,Resolved,3
TKT001358,3603,ST2025000622,Delivery Delay,2024-08-17 02:06:00,2024-08-24 06:06:00,Pending,3
TKT001359,5796,ST2025000808,Product Issue,2024-02-13 13:26:00,2024-02-18 02:26:00,Resolved,3
TKT001360,8957,ST2025007717,Vet Consult,2024-12-16 01:52:00,2024-12-17 01:52:00,Resolved,3
TKT001361,7652,ST2025005301,Product Issue,2024-05-20 17:47:00,2024-05-26 15:47:00,Pending,4
TKT001362,1712,ST2025004671,Vet Consult,2024-06-13 23:23:00,2024-06-14 12:23:00,Resolved,5
TKT001363,3617,ST2025008842,Product Issue,2024-12-04 01:51:00,2024-12-10 01:51:00,Escalated,1
TKT001364,9151,ST2025007277,Product Issue,2024-05-24 18:45:00,2024-05-31 21:45:00,Resolved,1
TKT001365,3922,ST2025009445,Payment Issue,2024-01-18 09:15:00,2024-01-21 16:15:00,Pending,4
TKT001366,7519,ST2025009721,Delivery Delay,2024-12-15 02:21:00,2024-12-15 17:21:00,Resolved,4
TKT001367,1120,ST2025003209,Delivery Delay,2024-08-07 17:06:00,2024-08-14 07:06:00,Pending,2
TKT001368,9007,ST2025008591,Product Issue,2024-05-04 06:50:00,2024-05-08 00:50:00,Pending,3
TKT001369,4845,ST2025003450,Vet Consult,2024-09-25 03:36:00,2024-09-30 07:36:00,Pending,5
TKT001370,9224,ST2025009543,Vet Consult,2024-01-20 08:38:00,2024-01-27 22:38:00,Resolved,1
TKT001371,8827,ST2025004711,Delivery Delay,2024-08-24 14:37:00,2024-08-25 01:37:00,Pending,1
TKT001372,5710,ST2025004823,Product Issue,2024-05-30 18:27:00,2024-06-06 02:27:00,Pending,5
TKT001373,1060,ST2025000408,Vet Consult,2024-10-15 06:17:00,2024-10-16 05:17:00,Escalated,5
TKT001374,2191,ST2025001226,Delivery Delay,2024-01-21 18:42:00,2024-01-26 16:42:00,Pending,4
TKT001375,9210,ST2025005456,Delivery Delay,2024-05-25 05:34:00,2024-05-27 18:34:00,Resolved,4
TKT001376,3604,ST2025009735,Payment Issue,2024-07-27 00:48:00,2024-08-03 01:48:00,Resolved,4
TKT001377,8727,ST2025006929,Product Issue,2024-06-28 09:55:00,2024-07-01 23:55:00,Pending,2
TKT001378,2032,ST2025002609,Vet Consult,2024-07-12 18:23:00,2024-07-13 22:23:00,Escalated,2
TKT001379,1489,ST2025006590,Payment Issue,2024-02-29 22:01:00,2024-03-04 21:01:00,Resolved,4
TKT001380,2266,ST2025005981,Vet Consult,2024-09-10 23:18:00,2024-09-18 02:18:00,Resolved,5
TKT001381,6316,ST2025002997,Vet Consult,2024-03-24 11:54:00,2024-03-29 13:54:00,Resolved,3
TKT001382,9581,ST2025009701,Product Issue,2024-01-20 04:08:00,2024-01-21 12:08:00,Resolved,4
TKT001383,8820,ST2025007999,Vet Consult,2024-11-09 04:22:00,2024-11-15 03:22:00,Pending,5
TKT001384,1719,ST2025008082,Payment Issue,2024-12-14 15:10:00,2024-12-20 02:10:00,Resolved,2
TKT001385,6724,ST2025001482,Delivery Delay,2024-01-30 00:50:00,2024-02-04 13:50:00,Resolved,2
TKT001386,6633,ST2025006040,Delivery Delay,2024-10-16 04:45:00,2024-10-21 00:45:00,Resolved,5
TKT001387,8162,ST2025003064,Payment Issue,2024-01-26 01:19:00,2024-02-01 12:19:00,Resolved,3
TKT001388,7980,ST2025004666,Payment Issue,2024-07-07 00:26:00,2024-07-08 10:26:00,Resolved,2
TKT001389,6855,ST2025005384,Payment Issue,2024-03-05 12:41:00,2024-03-10 00:41:00,Resolved,2
TKT001390,9118,ST2025007062,Product Issue,2024-02-18 05:48:00,2024-02-20 05:48:00,Resolved,2
TKT001391,2939,ST2025002649,Delivery Delay,2024-01-02 20:45:00,2024-01-09 03:45:00,Resolved,1
TKT001392,4216,ST2025009475,Payment Issue,2024-09-26 15:05:00,2024-09-28 06:05:00,Resolved,2
TKT001393,6953,ST2025007081,Product Issue,2024-11-09 14:51:00,2024-11-16 12:51:00,Resolved,2
TKT001394,7159,ST2025008175,Payment Issue,2024-11-30 15:59:00,2024-12-03 05:59:00,Escalated,1
