order_id,warehouse,first_mile_scan,hub_in_scan,out_for_delivery,rto_flag,courier_delay_flag,weight,shipment_tat_hours
ST2025002817,BLR,2024-12-09 09:36:00,2024-12-10 07:36:00,2024-12-10 21:36:00,False,False,1.08,156
ST2025002818,HYD,2024-02-02 08:11:00,2024-02-03 00:11:00,2024-02-04 07:11:00,False,False,1.69,35
ST2025002819,DEL,2024-09-15 20:44:00,2024-09-16 20:44:00,2024-09-18 01:44:00,False,False,1.08,187
ST2025002820,GGN,2024-04-01 22:23:00,2024-04-02 20:23:00,2024-04-03 14:23:00,False,False,2.08,128
ST2025002821,BOM,2024-07-13 02:32:00,2024-07-14 04:32:00,2024-07-14 17:32:00,False,False,2.39,46
ST2025002822,GGN,2024-01-16 00:41:00,2024-01-17 05:41:00,2024-01-17 04:41:00,False,False,0.21,65
ST2025002823,DEL,2024-02-25 13:44:00,2024-02-26 05:44:00,2024-02-26 18:44:00,False,True,0.68,93
ST2025002824,BLR,2024-08-25 05:29:00,2024-08-25 22:29:00,2024-08-27 03:29:00,False,False,1.41,112
ST2025002825,DEL,2024-06-28 08:34:00,2024-06-29 03:34:00,2024-06-30 01:34:00,False,False,0.87,45
ST2025002826,BOM,2024-03-14 09:00:00,2024-03-14 17:00:00,2024-03-16 00:00:00,False,False,1.33,132
ST2025002827,HYD,2024-08-11 12:34:00,2024-08-12 11:34:00,2024-08-12 17:34:00,False,False,2.32,194
ST2025002828,BOM,2024-12-23 13:51:00,2024-12-24 08:51:00,2024-12-25 23:51:00,False,False,2.36,66
ST2025002829,BLR,2024-02-24 09:46:00,2024-02-25 19:46:00,2024-02-26 07:46:00,False,False,2.85,86
ST2025002830,BLR,2024-02-16 12:52:00,2024-02-16 22:52:00,2024-02-18 22:52:00,False,False,1.61,77
ST2025002831,HYD,2024-10-24 05:51:00,2024-10-25 01:51:00,2024-10-25 19:51:00,False,False,0.81,76
ST2025002832,DEL,2024-08-02 11:40:00,2024-08-03 07:40:00,2024-08-03 17:40:00,False,False,1.37,143
ST2025002833,BOM,2024-02-22 22:57:00,2024-02-24 01:57:00,2024-02-24 05:57:00,False,False,0.74,36
ST2025002834,DEL,2024-02-01 00:28:00,2024-02-02 02:28:00,2024-02-02 21:28:00,False,False,1.04,24
ST2025002835,DEL,2024-02-01 15:07:00,2024-02-02 01:07:00,2024-02-02 17:07:00,False,False,1.74,74
ST2025002836,GGN,2024-03-18 02:03:00,2024-03-18 16:03:00,2024-03-19 02:03:00,False,False,2.62,133
ST2025002837,BOM,2024-12-01 04:12:00,2024-12-02 08:12:00,2024-12-01 21:12:00,False,False,0.64,35
ST2025002838,DEL,2024-05-09 05:21:00,2024-05-09 23:21:00,2024-05-11 06:21:00,False,False,0.72,81
ST2025002839,GGN,2024-02-17 01:31:00,2024-02-17 23:31:00,2024-02-19 09:31:00,False,False,0.76,176
ST2025002840,DEL,2024-05-22 00:47:00,2024-05-22 17:47:00,2024-05-24 10:47:00,False,False,0.59,110
ST2025002841,BLR,2024-07-25 02:13:00,2024-07-26 09:13:00,2024-07-27 22:13:00,False,False,1.92,62
ST2025002842,DEL,2024-12-17 12:52:00,2024-12-18 16:52:00,2024-12-18 17:52:00,False,True,2.98,171
ST2025002843,DEL,2024-10-29 23:35:00,2024-10-30 05:35:00,2024-10-31 14:35:00,False,False,0.77,54
ST2025002844,DEL,2024-09-16 21:41:00,2024-09-17 16:41:00,2024-09-18 17:41:00,False,False,0.5,42
ST2025002845,HYD,2024-11-07 08:51:00,2024-11-08 01:51:00,2024-11-08 13:51:00,False,False,1.7,165
ST2025002846,DEL,2024-11-03 06:29:00,2024-11-03 13:29:00,2024-11-05 15:29:00,False,False,0.56,110
ST2025002847,BOM,2024-08-03 16:57:00,2024-08-04 12:57:00,2024-08-05 23:57:00,False,False,2.1,137
ST2025002848,BLR,2024-05-22 10:15:00,2024-05-23 11:15:00,2024-05-24 03:15:00,False,False,0.52,155
ST2025002849,BLR,2024-06-29 07:21:00,2024-06-29 21:21:00,2024-07-02 03:21:00,False,False,1.33,36
ST2025002850,BOM,2024-06-30 12:48:00,2024-07-01 17:48:00,2024-07-02 03:48:00,False,False,0.22,173
ST2025002851,BOM,2024-05-28 13:03:00,2024-05-29 00:03:00,2024-05-29 14:03:00,False,False,2.84,164
ST2025002852,BLR,2024-04-18 14:45:00,2024-04-19 10:45:00,2024-04-20 05:45:00,False,False,1.28,199
ST2025002853,DEL,2024-04-10 20:53:00,2024-04-12 02:53:00,2024-04-12 10:53:00,False,True,2.33,39
ST2025002854,BLR,2024-11-21 09:03:00,2024-11-21 20:03:00,2024-11-23 05:03:00,False,False,2.84,67
ST2025002855,HYD,2024-06-24 04:03:00,2024-06-24 20:03:00,2024-06-25 07:03:00,False,False,0.22,88
ST2025002856,DEL,2024-04-05 02:06:00,2024-04-05 23:06:00,2024-04-06 16:06:00,False,True,0.96,111
ST2025002857,BOM,2024-08-01 06:36:00,2024-08-02 06:36:00,2024-08-03 05:36:00,False,False,0.32,189
ST2025002858,HYD,2024-08-25 22:22:00,2024-08-26 06:22:00,2024-08-27 09:22:00,False,False,1.74,27
ST2025002859,DEL,2024-01-05 05:29:00,2024-01-06 07:29:00,2024-01-07 04:29:00,False,False,0.21,106
ST2025002860,DEL,2024-07-07 00:48:00,2024-07-07 08:48:00,2024-07-09 10:48:00,False,False,0.72,58
ST2025002861,BOM,2024-09-05 16:09:00,2024-09-06 02:09:00,2024-09-08 00:09:00,False,False,2.78,170
ST2025002862,HYD,2024-10-23 15:42:00,2024-10-24 14:42:00,2024-10-24 12:42:00,False,False,2.2,86
ST2025002863,DEL,2024-11-01 10:35:00,2024-11-02 10:35:00,2024-11-03 17:35:00,False,False,1.44,40
ST2025002864,BOM,2024-02-27 07:02:00,2024-02-27 20:02:00,2024-02-28 18:02:00,False,False,1.22,183
ST2025002865,GGN,2024-03-19 07:57:00,2024-03-20 09:57:00,2024-03-21 13:57:00,False,False,1.61,93
ST2025002866,HYD,2024-03-05 21:44:00,2024-03-06 13:44:00,2024-03-08 02:44:00,True,False,1.16,76
ST2025002867,DEL,2024-06-24 12:54:00,2024-06-25 09:54:00,2024-06-27 01:54:00,False,True,2.09,62
ST2025002868,GGN,2024-08-21 06:42:00,2024-08-22 06:42:00,2024-08-22 16:42:00,False,False,0.27,61
ST2025002869,HYD,2024-05-16 22:03:00,2024-05-17 14:03:00,2024-05-17 23:03:00,False,False,1.59,103
ST2025002870,HYD,2024-06-17 22:10:00,2024-06-19 04:10:00,2024-06-20 17:10:00,False,False,0.59,114
ST2025002871,HYD,2024-03-24 19:51:00,2024-03-25 07:51:00,2024-03-25 21:51:00,False,False,0.65,136
ST2025002872,DEL,2024-01-13 07:57:00,2024-01-14 12:57:00,2024-01-15 13:57:00,False,False,2.1,71
ST2025002873,GGN,2024-06-06 09:22:00,2024-06-06 22:22:00,2024-06-07 12:22:00,False,False,2.19,168
ST2025002874,DEL,2024-01-05 09:29:00,2024-01-05 19:29:00,2024-01-06 23:29:00,False,True,2.28,88
ST2025002875,DEL,2024-08-15 10:52:00,2024-08-16 07:52:00,2024-08-16 13:52:00,False,False,0.81,191
ST2025002876,HYD,2024-07-22 16:35:00,2024-07-23 20:35:00,2024-07-23 16:35:00,False,False,1.21,140
ST2025002877,DEL,2024-08-02 08:09:00,2024-08-02 13:09:00,2024-08-03 05:09:00,False,False,2.29,195
ST2025002878,HYD,2024-12-18 16:01:00,2024-12-19 05:01:00,2024-12-20 17:01:00,False,False,1.78,156
ST2025002879,HYD,2024-09-22 13:03:00,2024-09-23 05:03:00,2024-09-24 08:03:00,False,False,2.49,169
ST2025002880,HYD,2024-06-12 04:45:00,2024-06-13 02:45:00,2024-06-14 15:45:00,False,True,1.51,149
ST2025002881,GGN,2024-06-12 20:27:00,2024-06-13 22:27:00,2024-06-15 11:27:00,False,False,0.26,192
ST2025002882,HYD,2024-01-18 03:04:00,2024-01-19 03:04:00,2024-01-19 12:04:00,False,False,0.45,153
ST2025002883,BOM,2024-09-13 09:30:00,2024-09-13 15:30:00,2024-09-14 09:30:00,False,True,0.74,113
ST2025002884,DEL,2024-02-23 10:47:00,2024-02-24 18:47:00,2024-02-24 17:47:00,False,False,1.4,49
ST2025002885,HYD,2024-12-23 09:04:00,2024-12-24 18:04:00,2024-12-25 01:04:00,True,True,2.42,113
ST2025002886,BOM,2024-11-11 03:04:00,2024-11-12 04:04:00,2024-11-12 11:04:00,False,False,0.5,191
ST2025002887,HYD,2024-11-17 12:18:00,2024-11-17 23:18:00,2024-11-20 04:18:00,False,False,2.33,43
ST2025002888,HYD,2024-08-25 04:23:00,2024-08-25 15:23:00,2024-08-26 09:23:00,False,False,2.66,181
ST2025002889,BOM,2024-06-06 03:26:00,2024-06-07 02:26:00,2024-06-08 15:26:00,False,False,2.33,117
ST2025002890,HYD,2024-07-12 15:21:00,2024-07-13 23:21:00,2024-07-15 00:21:00,False,False,1.39,197
ST2025002891,BLR,2024-01-15 08:32:00,2024-01-16 09:32:00,2024-01-18 02:32:00,False,False,2.68,99
ST2025002892,BLR,2024-06-19 02:12:00,2024-06-19 21:12:00,2024-06-20 10:12:00,False,False,0.46,78
ST2025002893,BOM,2024-09-12 04:01:00,2024-09-12 22:01:00,2024-09-14 11:01:00,False,False,1.49,38
ST2025002894,BLR,2024-03-21 04:45:00,2024-03-21 17:45:00,2024-03-21 21:45:00,False,False,2.69,171
ST2025002895,BOM,2024-11-28 17:11:00,2024-11-29 04:11:00,2024-12-01 13:11:00,False,False,1.66,111
ST2025002896,BOM,2024-09-21 23:00:00,2024-09-22 15:00:00,2024-09-23 20:00:00,False,False,2.0,108
ST2025002897,BOM,2024-03-14 21:15:00,2024-03-15 15:15:00,2024-03-16 15:15:00,False,False,0.43,99
ST2025002898,HYD,2024-04-04 19:00:00,2024-04-05 05:00:00,2024-04-06 05:00:00,False,False,0.3,54
ST2025002899,GGN,2024-12-03 12:21:00,2024-12-03 19:21:00,2024-12-05 16:21:00,False,False,0.95,153
ST2025002900,HYD,2024-01-20 14:00:00,2024-01-21 21:00:00,2024-01-23 02:00:00,False,False,0.77,38
ST2025002901,BOM,2024-08-08 20:20:00,2024-08-09 22:20:00,2024-08-10 20:20:00,False,True,2.79,154
ST2025002902,DEL,2024-02-21 08:28:00,2024-02-22 03:28:00,2024-02-22 15:28:00,False,False,0.63,101
ST2025002903,HYD,2024-02-03 09:58:00,2024-02-04 09:58:00,2024-02-05 11:58:00,True,False,2.67,41
ST2025002904,HYD,2024-08-09 11:23:00,2024-08-10 07:23:00,2024-08-10 08:23:00,False,False,1.62,72
ST2025002905,GGN,2024-02-29 20:27:00,2024-03-01 21:27:00,2024-03-02 17:27:00,False,False,2.89,74
ST2025002906,HYD,2024-12-12 15:45:00,2024-12-13 18:45:00,2024-12-14 01:45:00,False,False,0.76,133
ST2025002907,HYD,2024-07-23 13:48:00,2024-07-24 01:48:00,2024-07-25 07:48:00,False,False,1.45,109
ST2025002908,BOM,2024-10-06 10:41:00,2024-10-07 02:41:00,2024-10-07 14:41:00,False,False,2.56,28
ST2025002909,HYD,2024-12-07 12:31:00,2024-12-08 03:31:00,2024-12-09 19:31:00,False,False,0.46,58
ST2025002910,GGN,2024-04-01 00:20:00,2024-04-02 04:20:00,2024-04-02 09:20:00,False,False,2.91,57
ST2025002911,BOM,2024-05-06 13:08:00,2024-05-07 07:08:00,2024-05-08 19:08:00,False,False,1.58,188
ST2025002912,DEL,2024-08-13 00:35:00,2024-08-13 18:35:00,2024-08-15 15:35:00,False,False,2.02,94
ST2025002913,BOM,2024-12-20 08:37:00,2024-12-20 17:37:00,2024-12-22 03:37:00,False,False,2.87,126
ST2025002914,BOM,2024-02-08 16:49:00,2024-02-09 06:49:00,2024-02-10 03:49:00,False,False,1.53,157
ST2025002915,DEL,2024-02-23 13:08:00,2024-02-23 16:08:00,2024-02-24 17:08:00,False,False,0.25,172
ST2025002916,BOM,2024-09-03 10:20:00,2024-09-04 09:20:00,2024-09-05 21:20:00,False,False,1.09,70
ST2025002917,BLR,2024-07-22 02:10:00,2024-07-23 01:10:00,2024-07-24 12:10:00,False,False,2.07,35
ST2025002918,GGN,2024-05-05 23:24:00,2024-05-06 09:24:00,2024-05-07 18:24:00,False,False,0.79,26
ST2025002919,HYD,2024-07-07 00:44:00,2024-07-07 10:44:00,2024-07-08 19:44:00,False,False,1.32,24
ST2025002920,BOM,2024-04-24 16:17:00,2024-04-25 17:17:00,2024-04-27 00:17:00,False,False,2.96,132
ST2025002921,DEL,2024-03-29 07:35:00,2024-03-29 13:35:00,2024-03-31 12:35:00,False,False,0.8,62
ST2025002922,HYD,2024-01-16 23:04:00,2024-01-17 19:04:00,2024-01-18 00:04:00,False,False,0.96,142
ST2025002923,HYD,2024-04-19 20:30:00,2024-04-20 15:30:00,2024-04-22 01:30:00,False,False,2.11,27
ST2025002924,DEL,2024-06-13 16:18:00,2024-06-14 02:18:00,2024-06-15 03:18:00,False,True,2.33,110
ST2025002925,GGN,2024-10-18 21:09:00,2024-10-20 04:09:00,2024-10-21 08:09:00,True,False,2.04,125
ST2025002926,GGN,2024-10-07 14:23:00,2024-10-08 13:23:00,2024-10-08 17:23:00,False,False,2.63,131
ST2025002927,GGN,2024-04-12 22:54:00,2024-04-13 19:54:00,2024-04-14 09:54:00,False,False,0.95,122
ST2025002928,DEL,2024-06-09 12:08:00,2024-06-10 07:08:00,2024-06-11 08:08:00,False,False,0.59,51
ST2025002929,HYD,2024-03-16 06:30:00,2024-03-17 02:30:00,2024-03-18 12:30:00,False,False,1.5,197
ST2025002930,DEL,2024-01-13 00:07:00,2024-01-13 19:07:00,2024-01-13 16:07:00,False,False,2.04,81
ST2025002931,HYD,2024-04-10 07:44:00,2024-04-10 11:44:00,2024-04-11 13:44:00,False,False,1.92,172
ST2025002932,GGN,2024-05-18 18:43:00,2024-05-19 17:43:00,2024-05-20 11:43:00,False,False,0.41,82
ST2025002933,HYD,2024-04-29 13:24:00,2024-04-30 16:24:00,2024-05-01 05:24:00,False,False,0.35,129
ST2025002934,DEL,2024-12-15 18:54:00,2024-12-16 19:54:00,2024-12-17 23:54:00,False,False,0.99,77
ST2025002935,GGN,2024-11-08 00:00:00,2024-11-09 06:00:00,2024-11-09 07:00:00,False,False,2.75,181
ST2025002936,HYD,2024-07-03 15:41:00,2024-07-04 06:41:00,2024-07-06 01:41:00,False,False,2.25,125
ST2025002937,HYD,2024-01-02 22:23:00,2024-01-03 19:23:00,2024-01-04 07:23:00,False,False,2.42,186
ST2025002938,HYD,2024-05-09 13:31:00,2024-05-10 19:31:00,2024-05-11 11:31:00,False,False,2.28,184
ST2025002939,DEL,2024-08-27 08:30:00,2024-08-27 20:30:00,2024-08-28 11:30:00,False,False,1.17,34
ST2025002940,GGN,2024-02-17 07:31:00,2024-02-18 08:31:00,2024-02-18 09:31:00,False,False,1.1,189
ST2025002941,GGN,2024-11-01 15:14:00,2024-11-02 07:14:00,2024-11-03 08:14:00,False,False,2.26,26
ST2025002942,DEL,2024-03-22 08:17:00,2024-03-22 23:17:00,2024-03-23 23:17:00,False,False,2.1,177
ST2025002943,HYD,2024-05-27 13:03:00,2024-05-27 20:03:00,2024-05-30 05:03:00,False,False,1.41,157
ST2025002944,BLR,2024-07-05 16:40:00,2024-07-06 17:40:00,2024-07-06 21:40:00,False,False,1.16,149
ST2025002945,BLR,2024-07-17 10:50:00,2024-07-17 15:50:00,2024-07-18 02:50:00,False,False,2.49,75
ST2025002946,HYD,2024-05-20 17:33:00,2024-05-22 00:33:00,2024-05-23 06:33:00,False,False,1.79,194
ST2025002947,BOM,2024-01-09 23:43:00,2024-01-10 17:43:00,2024-01-12 02:43:00,False,False,1.8,121
ST2025002948,GGN,2024-02-13 15:41:00,2024-02-14 20:41:00,2024-02-14 09:41:00,False,False,2.7,107
ST2025002949,HYD,2024-10-01 00:42:00,2024-10-01 17:42:00,2024-10-03 10:42:00,False,True,1.09,133
ST2025002950,BLR,2024-08-09 10:15:00,2024-08-10 08:15:00,2024-08-11 18:15:00,False,False,2.3,180
ST2025002951,BLR,2024-04-14 23:42:00,2024-04-16 02:42:00,2024-04-16 10:42:00,False,False,1.46,80
ST2025002952,BOM,2024-10-07 16:30:00,2024-10-08 06:30:00,2024-10-09 01:30:00,False,False,2.84,189
ST2025002953,GGN,2024-09-04 00:43:00,2024-09-04 07:43:00,2024-09-06 01:43:00,False,True,2.3,150
ST2025002954,BLR,2024-06-17 02:53:00,2024-06-18 05:53:00,2024-06-19 13:53:00,False,False,1.02,65
ST2025002955,DEL,2024-06-21 16:21:00,2024-06-22 14:21:00,2024-06-22 11:21:00,False,False,2.6,33
ST2025002956,BOM,2024-03-17 04:24:00,2024-03-18 11:24:00,2024-03-19 21:24:00,False,False,0.47,79
ST2025002957,GGN,2024-02-05 17:12:00,2024-02-06 22:12:00,2024-02-06 16:12:00,False,False,0.68,53
ST2025002958,BLR,2024-07-09 16:19:00,2024-07-10 06:19:00,2024-07-10 17:19:00,False,False,0.87,109
ST2025002959,HYD,2024-01-10 21:02:00,2024-01-11 08:02:00,2024-01-12 04:02:00,False,False,2.08,166
ST2025002960,HYD,2024-09-23 06:38:00,2024-09-23 19:38:00,2024-09-24 05:38:00,False,False,0.91,143
ST2025002961,BLR,2024-12-31 03:59:00,2024-12-31 20:59:00,2025-01-02 02:59:00,False,False,1.61,76
ST2025002962,BLR,2024-06-25 05:10:00,2024-06-26 13:10:00,2024-06-27 09:10:00,False,False,2.37,163
ST2025002963,DEL,2024-12-04 18:06:00,2024-12-05 04:06:00,2024-12-06 16:06:00,False,True,0.56,85
ST2025002964,DEL,2024-08-24 04:46:00,2024-08-25 05:46:00,2024-08-26 00:46:00,False,False,0.89,24
ST2025002965,DEL,2024-08-22 07:34:00,2024-08-23 15:34:00,2024-08-24 18:34:00,False,False,2.07,70
ST2025002966,HYD,2024-04-03 14:05:00,2024-04-04 03:05:00,2024-04-05 12:05:00,False,False,2.37,193
ST2025002967,GGN,2024-03-19 18:46:00,2024-03-20 17:46:00,2024-03-20 19:46:00,False,False,1.42,69
ST2025002968,DEL,2024-03-26 01:19:00,2024-03-26 09:19:00,2024-03-27 18:19:00,False,False,1.26,60
ST2025002969,DEL,2024-08-28 02:07:00,2024-08-28 16:07:00,2024-08-29 16:07:00,False,False,1.86,193
ST2025002970,BLR,2024-03-05 07:30:00,2024-03-06 00:30:00,2024-03-07 01:30:00,False,False,1.25,164
ST2025002971,HYD,2024-03-09 21:03:00,2024-03-10 09:03:00,2024-03-11 21:03:00,False,False,0.96,130
ST2025002972,BLR,2024-11-12 09:50:00,2024-11-12 21:50:00,2024-11-13 00:50:00,False,False,0.63,190
ST2025002973,HYD,2024-03-01 11:12:00,2024-03-02 02:12:00,2024-03-02 20:12:00,False,False,0.49,127
ST2025002974,BLR,2024-10-08 12:35:00,2024-10-08 20:35:00,2024-10-09 12:35:00,False,True,2.35,178
ST2025002975,BLR,2024-05-08 10:27:00,2024-05-09 07:27:00,2024-05-10 17:27:00,False,False,2.53,114
ST2025002976,GGN,2024-04-20 08:40:00,2024-04-21 14:40:00,2024-04-22 21:40:00,False,False,2.72,143
ST2025002977,GGN,2024-10-02 16:52:00,2024-10-03 03:52:00,2024-10-05 01:52:00,False,False,1.35,43
ST2025002978,BLR,2024-10-05 09:19:00,2024-10-06 19:19:00,2024-10-07 10:19:00,False,False,2.17,151
ST2025002979,GGN,2024-02-23 08:01:00,2024-02-24 05:01:00,2024-02-25 22:01:00,False,False,2.66,121
ST2025002980,BOM,2024-01-12 16:41:00,2024-01-13 01:41:00,2024-01-14 15:41:00,False,False,1.51,109
ST2025002981,GGN,2024-06-16 22:20:00,2024-06-17 09:20:00,2024-06-18 01:20:00,True,False,2.03,140
ST2025002982,BOM,2024-11-12 21:40:00,2024-11-14 07:40:00,2024-11-15 18:40:00,False,False,0.9,187
ST2025002983,BLR,2024-07-13 03:31:00,2024-07-13 11:31:00,2024-07-15 12:31:00,True,False,0.78,138
ST2025002984,HYD,2024-06-03 21:14:00,2024-06-04 16:14:00,2024-06-05 12:14:00,False,True,2.43,185
ST2025002985,BLR,2024-11-17 19:29:00,2024-11-18 09:29:00,2024-11-19 18:29:00,False,True,2.49,84
ST2025002986,DEL,2024-12-28 23:29:00,2024-12-30 04:29:00,2024-12-31 04:29:00,False,True,0.52,186
ST2025002987,HYD,2024-11-16 08:15:00,2024-11-17 00:15:00,2024-11-18 06:15:00,False,False,1.79,137
ST2025002988,GGN,2024-12-20 14:25:00,2024-12-21 11:25:00,2024-12-21 22:25:00,False,False,0.23,49
ST2025002989,BLR,2024-07-17 20:07:00,2024-07-18 08:07:00,2024-07-20 10:07:00,True,False,2.63,103
ST2025002990,BLR,2024-01-05 14:26:00,2024-01-06 09:26:00,2024-01-07 14:26:00,False,False,1.98,36
ST2025002991,GGN,2024-11-27 21:44:00,2024-11-28 17:44:00,2024-11-30 09:44:00,False,False,1.21,49
ST2025002992,BLR,2024-11-22 22:58:00,2024-11-24 02:58:00,2024-11-25 01:58:00,False,False,0.88,75
ST2025002993,GGN,2024-03-08 13:43:00,2024-03-09 07:43:00,2024-03-11 01:43:00,False,False,2.27,91
ST2025002994,GGN,2024-02-25 17:21:00,2024-02-26 12:21:00,2024-02-27 06:21:00,False,False,1.69,153
ST2025002995,BLR,2024-05-05 20:16:00,2024-05-06 21:16:00,2024-05-07 11:16:00,False,False,2.47,33
ST2025002996,BLR,2024-01-19 01:16:00,2024-01-19 14:16:00,2024-01-20 07:16:00,False,False,1.31,97
ST2025002997,DEL,2024-06-21 01:42:00,2024-06-22 10:42:00,2024-06-23 08:42:00,False,True,2.29,107
ST2025002998,GGN,2024-03-29 09:07:00,2024-03-29 17:07:00,2024-03-31 04:07:00,False,False,2.52,43
ST2025002999,BLR,2024-01-19 08:37:00,2024-01-19 17:37:00,2024-01-21 13:37:00,False,False,1.05,115
ST2025003000,BLR,2024-02-18 22:50:00,2024-02-20 02:50:00,2024-02-20 01:50:00,False,False,2.67,154
ST2025003001,BOM,2024-01-25 09:43:00,2024-01-26 02:43:00,2024-01-27 01:43:00,True,False,0.82,86
ST2025003002,HYD,2024-05-31 17:34:00,2024-06-02 02:34:00,2024-06-03 15:34:00,False,False,0.44,26
ST2025003003,BOM,2024-07-22 05:09:00,2024-07-22 13:09:00,2024-07-24 10:09:00,False,False,0.58,148
ST2025003004,BOM,2024-01-12 12:59:00,2024-01-12 20:59:00,2024-01-14 00:59:00,False,False,0.65,24
ST2025003005,BOM,2024-12-01 22:57:00,2024-12-02 13:57:00,2024-12-03 19:57:00,False,False,2.19,131
ST2025003006,BOM,2024-02-14 05:18:00,2024-02-15 08:18:00,2024-02-16 22:18:00,False,False,2.31,92
ST2025003007,HYD,2024-12-06 17:50:00,2024-12-07 10:50:00,2024-12-08 13:50:00,False,True,0.72,176
ST2025003008,BOM,2024-02-26 20:30:00,2024-02-27 08:30:00,2024-02-28 08:30:00,False,False,2.26,190
ST2025003009,DEL,2024-10-24 10:44:00,2024-10-25 05:44:00,2024-10-26 23:44:00,True,False,1.58,190
ST2025003010,HYD,2024-05-06 14:19:00,2024-05-07 05:19:00,2024-05-08 05:19:00,False,False,1.08,80
ST2025003011,BLR,2024-07-28 12:57:00,2024-07-28 18:57:00,2024-07-29 21:57:00,False,False,1.74,44
ST2025003012,GGN,2024-07-07 00:10:00,2024-07-08 04:10:00,2024-07-09 20:10:00,False,True,0.84,171
ST2025003013,HYD,2024-07-11 08:25:00,2024-07-12 13:25:00,2024-07-12 10:25:00,False,False,2.92,110
ST2025003014,DEL,2024-07-04 18:23:00,2024-07-05 18:23:00,2024-07-05 20:23:00,False,False,0.67,162
ST2025003015,HYD,2024-08-02 23:44:00,2024-08-03 12:44:00,2024-08-04 09:44:00,False,True,1.45,109
ST2025003016,GGN,2024-05-15 21:56:00,2024-05-17 01:56:00,2024-05-18 05:56:00,False,False,2.46,98
ST2025003017,HYD,2024-02-07 03:18:00,2024-02-08 07:18:00,2024-02-08 11:18:00,False,False,2.2,163
ST2025003018,BOM,2024-06-14 23:41:00,2024-06-15 05:41:00,2024-06-15 23:41:00,False,False,1.42,187
ST2025003019,DEL,2024-11-11 20:13:00,2024-11-12 12:13:00,2024-11-12 20:13:00,False,False,0.33,124
ST2025003020,DEL,2024-01-04 22:56:00,2024-01-05 09:56:00,2024-01-06 14:56:00,False,False,0.48,31
ST2025003021,BLR,2024-08-11 04:26:00,2024-08-11 12:26:00,2024-08-13 07:26:00,False,False,2.79,188
ST2025003022,GGN,2024-09-12 22:10:00,2024-09-13 17:10:00,2024-09-14 20:10:00,False,False,1.85,165
ST2025003023,GGN,2024-06-11 06:48:00,2024-06-12 04:48:00,2024-06-13 19:48:00,False,False,2.14,57
ST2025003024,HYD,2024-09-17 00:04:00,2024-09-17 11:04:00,2024-09-18 15:04:00,False,False,2.69,141
ST2025003025,BOM,2024-09-21 09:18:00,2024-09-22 02:18:00,2024-09-23 01:18:00,False,False,2.67,162
ST2025003026,GGN,2024-05-12 16:26:00,2024-05-13 09:26:00,2024-05-14 15:26:00,False,False,1.23,101
ST2025003027,BLR,2024-01-16 11:51:00,2024-01-17 04:51:00,2024-01-18 21:51:00,False,False,1.96,95
ST2025003028,DEL,2024-08-21 22:58:00,2024-08-23 04:58:00,2024-08-24 13:58:00,True,False,2.87,53
ST2025003029,DEL,2024-07-14 00:01:00,2024-07-15 05:01:00,2024-07-16 07:01:00,True,False,1.65,95
ST2025003030,BOM,2024-07-22 15:40:00,2024-07-23 11:40:00,2024-07-24 01:40:00,False,False,0.25,65
ST2025003031,GGN,2024-04-26 23:37:00,2024-04-27 16:37:00,2024-04-29 02:37:00,False,False,1.48,33
ST2025003032,BLR,2024-06-07 18:19:00,2024-06-08 20:19:00,2024-06-09 02:19:00,False,False,2.26,148
ST2025003033,BOM,2024-06-24 05:23:00,2024-06-25 03:23:00,2024-06-25 11:23:00,False,False,1.71,65
ST2025003034,GGN,2024-01-09 05:15:00,2024-01-09 20:15:00,2024-01-12 01:15:00,False,False,0.66,111
ST2025003035,DEL,2024-10-05 23:28:00,2024-10-06 08:28:00,2024-10-07 03:28:00,True,False,2.63,147
ST2025003036,BLR,2024-12-25 12:30:00,2024-12-26 08:30:00,2024-12-26 16:30:00,False,True,2.12,32
ST2025003037,DEL,2024-06-17 01:11:00,2024-06-17 20:11:00,2024-06-18 16:11:00,True,False,1.95,52
ST2025003038,GGN,2024-10-11 15:39:00,2024-10-12 12:39:00,2024-10-13 08:39:00,False,False,2.94,50
ST2025003039,DEL,2024-08-19 03:33:00,2024-08-20 05:33:00,2024-08-20 01:33:00,True,False,1.59,124
ST2025003040,HYD,2024-04-22 21:06:00,2024-04-23 23:06:00,2024-04-24 06:06:00,False,False,1.09,47
ST2025003041,BLR,2024-12-13 10:59:00,2024-12-14 04:59:00,2024-12-15 06:59:00,False,False,1.33,93
ST2025003042,HYD,2024-12-30 04:31:00,2024-12-30 13:31:00,2024-12-31 10:31:00,False,False,2.84,181
ST2025003043,HYD,2024-12-09 15:08:00,2024-12-11 00:08:00,2024-12-12 10:08:00,False,False,2.91,132
ST2025003044,GGN,2024-04-19 21:43:00,2024-04-20 08:43:00,2024-04-21 16:43:00,False,True,2.26,172
ST2025003045,BOM,2024-06-04 03:02:00,2024-06-04 22:02:00,2024-06-05 02:02:00,False,True,0.65,102
ST2025003046,DEL,2024-12-29 12:40:00,2024-12-30 19:40:00,2025-01-01 10:40:00,False,True,0.28,86
ST2025003047,DEL,2024-06-02 17:37:00,2024-06-03 01:37:00,2024-06-05 00:37:00,False,False,1.94,169
ST2025003048,DEL,2024-02-27 17:55:00,2024-02-28 05:55:00,2024-02-29 11:55:00,False,False,1.04,124
