log_id,order_id,channel,direction,template_type,sent_time,delivery_status,customer_action
LOG0003886,ST2025000122,Call,Outbound,Payment Reminder,2024-02-07 13:50:00,Delivered,Ignored
LOG0003887,ST2025008861,Call,Outbound,Delivery Update,2024-03-27 12:58:00,Read,Ignored
LOG0003888,ST2025000053,Call,Inbound,O2C,2024-03-29 02:15:00,Delivered,Clicked
LOG0003889,ST2025001112,SMS,Outbound,O2C,2024-10-31 08:54:00,Delivered,Clicked
LOG0003890,ST2025006992,Call,Outbound,Delivery Update,2024-04-18 10:29:00,Delivered,Ignored
LOG0003891,ST2025008013,Email,Inbound,Delivery Update,2024-10-20 12:07:00,Delivered,Clicked
LOG0003892,ST2025004630,WhatsApp,Outbound,Delivery Update,2024-03-27 23:10:00,Read,Ignored
LOG0003893,ST2025009488,SMS,Outbound,Vet Transfer,2024-10-17 12:28:00,Delivered,Clicked
LOG0003894,ST2025002490,Call,Outbound,Delivery Update,2024-06-16 23:56:00,Delivered,Ignored
LOG0003895,ST2025004659,Call,Outbound,Delivery Update,2024-02-25 07:42:00,Delivered,Replied
LOG0003896,ST2025004304,Call,Outbound,Vet Transfer,2024-01-18 12:49:00,Delivered,Clicked
LOG0003897,ST2025005237,Email,Outbound,Payment Reminder,2024-05-21 07:11:00,Delivered,Clicked
LOG0003898,ST2025001869,Call,Inbound,Payment Reminder,2024-07-25 15:51:00,Read,Ignored
LOG0003899,ST2025002746,SMS,Outbound,Vet Transfer,2024-11-04 10:32:00,Failed,Clicked
LOG0003900,ST2025003662,WhatsApp,Outbound,Delivery Update,2024-03-12 17:10:00,Read,Replied
LOG0003901,ST2025007186,Call,Outbound,O2C,2024-08-08 15:46:00,Read,Clicked
LOG0003902,ST2025002372,Email,Outbound,Payment Reminder,2024-05-10 22:43:00,Delivered,Replied
LOG0003903,ST2025005392,Call,Outbound,O2C,2024-04-03 03:40:00,Delivered,Ignored
LOG0003904,ST2025009318,SMS,Outbound,Delivery Update,2024-09-02 07:32:00,Delivered,Replied
LOG0003905,ST2025001157,Email,Outbound,Vet Transfer,2024-10-09 17:47:00,Delivered,Ignored
LOG0003906,ST2025009390,WhatsApp,Outbound,Payment Reminder,2024-08-10 00:17:00,Delivered,Clicked
LOG0003907,ST2025004852,WhatsApp,Outbound,Vet Transfer,2024-05-29 09:11:00,Delivered,Clicked
LOG0003908,ST2025008080,SMS,Inbound,Delivery Update,2024-09-21 21:39:00,Delivered,Clicked
LOG0003909,ST2025001824,SMS,Outbound,Payment Reminder,2024-10-19 20:16:00,Delivered,Replied
LOG0003910,ST2025003210,Call,Outbound,Payment Reminder,2024-01-26 08:55:00,Read,Replied
LOG0003911,ST2025006816,SMS,Outbound,O2C,2024-05-30 03:18:00,Delivered,Ignored
LOG0003912,ST2025006171,SMS,Outbound,Vet Transfer,2024-03-09 00:45:00,Delivered,Ignored
LOG0003913,ST2025006249,WhatsApp,Outbound,O2C,2024-01-24 10:56:00,Delivered,Clicked
LOG0003914,ST2025007720,WhatsApp,Outbound,O2C,2024-02-21 10:35:00,Delivered,Clicked
LOG0003915,ST2025009348,Email,Inbound,O2C,2024-02-28 21:11:00,Delivered,Ignored
LOG0003916,ST2025006740,Email,Outbound,Payment Reminder,2024-06-05 11:27:00,Delivered,Ignored
LOG0003917,ST2025007453,SMS,Outbound,Delivery Update,2024-11-02 18:03:00,Delivered,Ignored
LOG0003918,ST2025005209,WhatsApp,Outbound,Delivery Update,2024-02-25 22:34:00,Delivered,Ignored
LOG0003919,ST2025002103,Email,Inbound,Vet Transfer,2024-02-11 10:06:00,Delivered,Clicked
LOG0003920,ST2025003842,WhatsApp,Outbound,Delivery Update,2024-01-30 02:43:00,Read,Ignored
LOG0003921,ST2025005588,Call,Outbound,Delivery Update,2024-09-14 20:35:00,Read,Ignored
LOG0003922,ST2025008692,SMS,Outbound,Delivery Update,2024-01-25 00:17:00,Delivered,Ignored
LOG0003923,ST2025001158,SMS,Outbound,O2C,2024-10-07 02:33:00,Delivered,Clicked
LOG0003924,ST2025002615,SMS,Outbound,Payment Reminder,2024-09-26 22:43:00,Failed,Ignored
LOG0003925,ST2025009142,Email,Outbound,Payment Reminder,2024-02-07 13:46:00,Read,Ignored
LOG0003926,ST2025004326,SMS,Outbound,Payment Reminder,2024-04-02 05:33:00,Delivered,Ignored
LOG0003927,ST2025007629,Call,Outbound,Delivery Update,2024-05-15 01:55:00,Read,Clicked
LOG0003928,ST2025000783,Email,Outbound,Vet Transfer,2024-12-04 13:56:00,Read,Clicked
LOG0003929,ST2025008104,Email,Outbound,O2C,2024-01-10 10:47:00,Delivered,Clicked
LOG0003930,ST2025004135,Call,Outbound,O2C,2024-06-15 03:03:00,Delivered,Ignored
LOG0003931,ST2025002230,Call,Outbound,Delivery Update,2024-03-19 23:14:00,Read,Ignored
LOG0003932,ST2025007805,SMS,Outbound,Payment Reminder,2024-08-22 20:13:00,Delivered,Ignored
LOG0003933,ST2025008486,SMS,Outbound,O2C,2024-06-17 07:37:00,Delivered,Ignored
LOG0003934,ST2025005271,Call,Outbound,Payment Reminder,2024-11-29 06:35:00,Delivered,Clicked
LOG0003935,ST2025009534,WhatsApp,Outbound,Delivery Update,2024-06-07 17:06:00,Delivered,Ignored
LOG0003936,ST2025001257,Email,Outbound,O2C,2024-03-22 13:53:00,Delivered,Ignored
LOG0003937,ST2025004461,Email,Outbound,Vet Transfer,2024-03-28 13:09:00,Delivered,Ignored
LOG0003938,ST2025001501,SMS,Outbound,Vet Transfer,2024-11-01 06:26:00,Delivered,Ignored
LOG0003939,ST2025000051,SMS,Inbound,O2C,2024-10-26 05:04:00,Failed,Clicked
LOG0003940,ST2025001584,WhatsApp,Outbound,Delivery Update,2024-11-18 20:00:00,Delivered,Ignored
LOG0003941,ST2025001601,SMS,Outbound,Vet Transfer,2024-04-04 05:17:00,Read,Clicked
LOG0003942,ST2025001678,WhatsApp,Outbound,Delivery Update,2024-04-09 05:29:00,Delivered,Clicked
LOG0003943,ST2025002104,WhatsApp,Outbound,Payment Reminder,2024-01-29 04:13:00,Read,Clicked
LOG0003944,ST2025009008,WhatsApp,Outbound,Vet Transfer,2024-07-31 21:21:00,Delivered,Ignored
LOG0003945,ST2025005818,Call,Outbound,Delivery Update,2024-04-03 22:48:00,Delivered,Clicked
LOG0003946,ST2025004041,Email,Outbound,Delivery Update,2024-09-11 01:13:00,Failed,Ignored
LOG0003947,ST2025002239,Call,Outbound,Payment Reminder,2024-07-24 05:55:00,Delivered,Ignored
LOG0003948,ST2025005545,Call,Inbound,Payment Reminder,2024-07-08 10:01:00,Delivered,Ignored
LOG0003949,ST2025003652,Call,Inbound,Vet Transfer,2024-02-18 23:53:00,Read,Ignored
LOG0003950,ST2025001822,Email,Outbound,Payment Reminder,2024-02-04 13:40:00,Delivered,Ignored
LOG0003951,ST2025007565,SMS,Outbound,Vet Transfer,2024-04-12 17:18:00,Delivered,Ignored
LOG0003952,ST2025000709,SMS,Outbound,Delivery Update,2024-03-13 12:40:00,Delivered,Clicked
LOG0003953,ST2025006240,Call,Outbound,Vet Transfer,2024-04-27 06:38:00,Delivered,Replied
LOG0003954,ST2025000556,WhatsApp,Outbound,Payment Reminder,2024-06-24 16:42:00,Delivered,Ignored
LOG0003955,ST2025004588,SMS,Outbound,Payment Reminder,2024-04-02 23:11:00,Delivered,Ignored
LOG0003956,ST2025009877,WhatsApp,Outbound,Vet Transfer,2024-12-25 03:55:00,Delivered,Clicked
LOG0003957,ST2025005847,Email,Outbound,Payment Reminder,2024-01-11 07:26:00,Delivered,Clicked
LOG0003958,ST2025009314,Email,Outbound,O2C,2024-07-05 00:07:00,Delivered,Ignored
LOG0003959,ST2025005287,Call,Inbound,Payment Reminder,2024-02-27 03:57:00,Read,Clicked
LOG0003960,ST2025000493,WhatsApp,Outbound,O2C,2024-10-02 13:46:00,Read,Ignored
LOG0003961,ST2025000532,WhatsApp,Outbound,Delivery Update,2024-03-13 18:28:00,Delivered,Ignored
LOG0003962,ST2025007097,WhatsApp,Inbound,Delivery Update,2024-12-01 17:10:00,Delivered,Ignored
LOG0003963,ST2025006082,Email,Outbound,Vet Transfer,2024-11-06 14:34:00,Delivered,Clicked
LOG0003964,ST2025003783,Email,Outbound,Payment Reminder,2024-07-22 09:03:00,Delivered,Ignored
LOG0003965,ST2025005773,SMS,Outbound,Vet Transfer,2024-07-17 13:11:00,Read,Ignored
LOG0003966,ST2025005310,Email,Outbound,O2C,2024-02-16 21:40:00,Read,Ignored
LOG0003967,ST2025006379,Call,Inbound,O2C,2024-02-20 21:31:00,Read,Ignored
LOG0003968,ST2025006378,Email,Outbound,Payment Reminder,2024-05-04 07:42:00,Read,Ignored
LOG0003969,ST2025005001,Call,Inbound,Delivery Update,2024-02-08 15:27:00,Delivered,Replied
LOG0003970,ST2025004192,Email,Outbound,Payment Reminder,2024-06-19 16:33:00,Delivered,Ignored
LOG0003971,ST2025001207,SMS,Outbound,Payment Reminder,2024-07-15 03:36:00,Delivered,Ignored
LOG0003972,ST2025002819,Call,Outbound,Vet Transfer,2024-09-27 22:14:00,Delivered,Ignored
LOG0003973,ST2025001138,Call,Outbound,Payment Reminder,2024-11-01 10:17:00,Delivered,Clicked
LOG0003974,ST2025001416,Email,Outbound,Vet Transfer,2024-10-22 23:20:00,Delivered,Replied
LOG0003975,ST2025005820,Email,Outbound,Vet Transfer,2024-03-03 04:03:00,Delivered,Ignored
LOG0003976,ST2025000064,WhatsApp,Outbound,Payment Reminder,2024-10-03 11:54:00,Delivered,Replied
LOG0003977,ST2025006358,WhatsApp,Outbound,Delivery Update,2024-06-27 01:56:00,Delivered,Ignored
LOG0003978,ST2025003575,Call,Outbound,O2C,2024-06-28 20:54:00,Read,Ignored
LOG0003979,ST2025003148,SMS,Outbound,Delivery Update,2024-02-11 15:39:00,Delivered,Clicked
LOG0003980,ST2025005596,Call,Outbound,Vet Transfer,2024-04-05 05:02:00,Delivered,Ignored
LOG0003981,ST2025007479,Call,Outbound,Vet Transfer,2024-04-29 09:56:00,Read,Ignored
LOG0003982,ST2025000349,WhatsApp,Outbound,Vet Transfer,2024-04-24 10:09:00,Failed,Ignored
LOG0003983,ST2025006054,SMS,Outbound,Payment Reminder,2024-02-25 19:07:00,Read,Replied
LOG0003984,ST2025001612,Call,Outbound,Vet Transfer,2024-09-19 16:34:00,Delivered,Ignored
LOG0003985,ST2025004830,Call,Inbound,Payment Reminder,2024-04-11 00:40:00,Delivered,Ignored
LOG0003986,ST2025004492,Email,Inbound,O2C,2024-01-14 00:37:00,Delivered,Ignored
LOG0003987,ST2025003865,Email,Outbound,Delivery Update,2024-07-20 03:49:00,Read,Ignored
LOG0003988,ST2025002136,SMS,Outbound,Delivery Update,2024-07-28 06:18:00,Delivered,Ignored
LOG0003989,ST2025008878,WhatsApp,Outbound,Delivery Update,2024-10-15 15:36:00,Delivered,Clicked
LOG0003990,ST2025007811,WhatsApp,Outbound,Delivery Update,2024-07-30 14:27:00,Read,Ignored
LOG0003991,ST2025004165,SMS,Outbound,Delivery Update,2024-04-04 15:59:00,Read,Ignored
LOG0003992,ST2025003397,Call,Outbound,Vet Transfer,2024-03-23 16:59:00,Delivered,Ignored
LOG0003993,ST2025004266,Call,Outbound,O2C,2024-08-10 22:20:00,Delivered,Clicked
LOG0003994,ST2025006566,WhatsApp,Inbound,Vet Transfer,2024-11-15 06:01:00,Delivered,Ignored
LOG0003995,ST2025005022,Call,Outbound,O2C,2024-02-06 10:55:00,Delivered,Clicked
LOG0003996,ST2025000840,SMS,Outbound,Vet Transfer,2024-02-23 02:50:00,Delivered,Replied
LOG0003997,ST2025003073,WhatsApp,Outbound,Delivery Update,2024-10-16 02:42:00,Delivered,Ignored
LOG0003998,ST2025000518,Call,Outbound,O2C,2024-08-01 11:43:00,Failed,Ignored
LOG0003999,ST2025009728,SMS,Outbound,Vet Transfer,2024-05-18 06:12:00,Delivered,Ignored
LOG0004000,ST2025004742,Call,Outbound,Payment Reminder,2024-07-09 03:31:00,Delivered,Ignored
LOG0004001,ST2025003080,Call,Inbound,O2C,2024-02-18 19:56:00,Delivered,Ignored
LOG0004002,ST2025002520,WhatsApp,Outbound,O2C,2024-03-10 10:45:00,Delivered,Clicked
LOG0004003,ST2025001583,Email,Inbound,O2C,2024-06-05 01:34:00,Read,Replied
LOG0004004,ST2025004918,SMS,Inbound,Payment Reminder,2024-05-31 09:15:00,Read,Replied
LOG0004005,ST2025004812,Email,Inbound,Payment Reminder,2024-03-25 17:52:00,Failed,Ignored
LOG0004006,ST2025001339,Call,Outbound,Vet Transfer,2024-11-21 00:52:00,Read,Clicked
LOG0004007,ST2025008313,Call,Inbound,Payment Reminder,2024-10-21 19:27:00,Delivered,Ignored
LOG0004008,ST2025005445,Email,Outbound,O2C,2024-01-13 17:35:00,Failed,Ignored
LOG0004009,ST2025001613,SMS,Outbound,Delivery Update,2024-06-12 11:54:00,Delivered,Replied
LOG0004010,ST2025000304,Email,Outbound,Vet Transfer,2024-11-03 06:07:00,Delivered,Ignored
LOG0004011,ST2025004765,WhatsApp,Inbound,Delivery Update,2024-01-25 14:32:00,Read,Ignored
LOG0004012,ST2025005212,SMS,Outbound,Payment Reminder,2024-04-25 20:31:00,Delivered,Replied
LOG0004013,ST2025007233,SMS,Inbound,Delivery Update,2024-03-20 10:20:00,Read,Clicked
LOG0004014,ST2025006685,Call,Outbound,O2C,2024-03-14 07:35:00,Read,Ignored
LOG0004015,ST2025008855,Email,Outbound,Delivery Update,2024-08-14 04:58:00,Delivered,Ignored
LOG0004016,ST2025007503,Call,Inbound,Vet Transfer,2024-12-19 16:17:00,Delivered,Ignored
LOG0004017,ST2025005942,Email,Outbound,Vet Transfer,2024-04-21 16:38:00,Failed,Ignored
LOG0004018,ST2025001178,Email,Outbound,O2C,2024-11-30 00:49:00,Delivered,Replied
LOG0004019,ST2025007235,SMS,Outbound,Delivery Update,2024-11-02 05:48:00,Delivered,Ignored
LOG0004020,ST2025000955,WhatsApp,Outbound,O2C,2024-02-18 11:59:00,Delivered,Ignored
LOG0004021,ST2025000378,Call,Inbound,Vet Transfer,2024-06-02 23:15:00,Delivered,Ignored
LOG0004022,ST2025009695,Call,Outbound,O2C,2024-02-14 06:41:00,Delivered,Clicked
LOG0004023,ST2025009135,Call,Outbound,Payment Reminder,2024-07-08 19:28:00,Delivered,Replied
LOG0004024,ST2025001388,Call,Outbound,Vet Transfer,2024-07-07 21:24:00,Delivered,Replied
LOG0004025,ST2025005672,Email,Outbound,Vet Transfer,2024-04-20 06:08:00,Delivered,Replied
LOG0004026,ST2025009923,Call,Outbound,Vet Transfer,2024-06-09 09:40:00,Delivered,Ignored
LOG0004027,ST2025002209,WhatsApp,Outbound,Payment Reminder,2024-02-22 00:00:00,Delivered,Ignored
LOG0004028,ST2025005281,Call,Outbound,Delivery Update,2024-09-23 18:20:00,Delivered,Ignored
LOG0004029,ST2025003291,SMS,Inbound,O2C,2024-07-26 08:25:00,Delivered,Clicked
LOG0004030,ST2025005632,WhatsApp,Outbound,Vet Transfer,2024-08-03 00:45:00,Delivered,Clicked
LOG0004031,ST2025005861,SMS,Outbound,Delivery Update,2024-09-10 16:16:00,Read,Clicked
LOG0004032,ST2025009042,WhatsApp,Outbound,Payment Reminder,2024-07-16 23:09:00,Delivered,Ignored
LOG0004033,ST2025003034,SMS,Inbound,Delivery Update,2024-04-23 01:56:00,Delivered,Ignored
LOG0004034,ST2025000426,SMS,Outbound,Payment Reminder,2024-02-06 12:16:00,Read,Ignored
LOG0004035,ST2025007794,Email,Outbound,Delivery Update,2024-01-07 18:29:00,Delivered,Ignored
LOG0004036,ST2025000442,Email,Outbound,Vet Transfer,2024-02-11 07:05:00,Read,Ignored
LOG0004037,ST2025005963,WhatsApp,Inbound,O2C,2024-07-08 00:59:00,Delivered,Ignored
LOG0004038,ST2025004416,Call,Outbound,Delivery Update,2024-06-04 21:14:00,Delivered,Ignored
LOG0004039,ST2025006510,WhatsApp,Outbound,Vet Transfer,2024-09-19 06:16:00,Delivered,Ignored
LOG0004040,ST2025007424,Call,Outbound,Delivery Update,2024-08-27 06:58:00,Delivered,Ignored
LOG0004041,ST2025003244,Call,Outbound,Delivery Update,2024-05-14 12:28:00,Delivered,Ignored
LOG0004042,ST2025002121,WhatsApp,Outbound,Vet Transfer,2024-10-24 16:45:00,Delivered,Replied
LOG0004043,ST2025001662,WhatsApp,Outbound,Vet Transfer,2024-09-30 15:42:00,Read,Ignored
LOG0004044,ST2025005549,WhatsApp,Outbound,Delivery Update,2024-09-13 05:12:00,Delivered,Ignored
LOG0004045,ST2025004196,WhatsApp,Outbound,O2C,2024-07-29 15:17:00,Read,Ignored
LOG0004046,ST2025002094,Call,Outbound,Payment Reminder,2024-05-04 12:01:00,Delivered,Ignored
LOG0004047,ST2025004794,WhatsApp,Outbound,Vet Transfer,2024-12-05 17:16:00,Read,Clicked
LOG0004048,ST2025007003,WhatsApp,Outbound,Delivery Update,2024-12-11 12:17:00,Read,Ignored
LOG0004049,ST2025009679,Call,Inbound,Vet Transfer,2024-07-27 16:51:00,Delivered,Clicked
LOG0004050,ST2025005184,SMS,Outbound,O2C,2024-12-27 13:30:00,Delivered,Replied
LOG0004051,ST2025002755,WhatsApp,Outbound,O2C,2024-06-23 20:20:00,Read,Clicked
LOG0004052,ST2025000569,Email,Inbound,Vet Transfer,2024-01-23 00:01:00,Delivered,Ignored
LOG0004053,ST2025000829,SMS,Outbound,Delivery Update,2024-05-14 01:39:00,Delivered,Ignored
LOG0004054,ST2025004029,Email,Inbound,O2C,2024-07-26 16:52:00,Read,Clicked
LOG0004055,ST2025001904,Email,Outbound,O2C,2024-02-29 07:17:00,Delivered,Ignored
LOG0004056,ST2025003179,Call,Outbound,Payment Reminder,2024-09-21 19:58:00,Read,Ignored
LOG0004057,ST2025002978,Call,Outbound,Payment Reminder,2024-10-26 01:05:00,Delivered,Ignored
LOG0004058,ST2025008907,SMS,Outbound,Vet Transfer,2024-11-07 15:26:00,Delivered,Ignored
LOG0004059,ST2025006938,Email,Outbound,O2C,2024-02-18 21:26:00,Read,Clicked
LOG0004060,ST2025007863,Call,Outbound,O2C,2024-11-07 08:10:00,Read,Ignored
LOG0004061,ST2025003114,WhatsApp,Outbound,O2C,2024-01-24 05:28:00,Read,Ignored
LOG0004062,ST2025006052,SMS,Inbound,Vet Transfer,2024-11-16 15:22:00,Read,Clicked
LOG0004063,ST2025002087,SMS,Outbound,Payment Reminder,2024-03-20 03:22:00,Delivered,Clicked
LOG0004064,ST2025002301,SMS,Outbound,Delivery Update,2024-03-15 08:02:00,Read,Ignored
LOG0004065,ST2025002744,WhatsApp,Outbound,Delivery Update,2024-11-15 05:33:00,Read,Ignored
LOG0004066,ST2025006499,Call,Outbound,O2C,2024-07-28 22:33:00,Delivered,Ignored
LOG0004067,ST2025008378,SMS,Outbound,Vet Transfer,2024-10-25 17:44:00,Delivered,Clicked
LOG0004068,ST2025009146,Call,Outbound,O2C,2024-12-12 22:21:00,Delivered,Ignored
LOG0004069,ST2025000620,Call,Inbound,O2C,2024-01-18 08:34:00,Delivered,Replied
LOG0004070,ST2025002932,WhatsApp,Outbound,O2C,2024-02-22 06:30:00,Read,Ignored
LOG0004071,ST2025007922,Email,Outbound,O2C,2024-12-22 00:03:00,Delivered,Replied
LOG0004072,ST2025000966,Call,Outbound,O2C,2024-07-16 00:59:00,Read,Ignored
LOG0004073,ST2025007551,Call,Outbound,Delivery Update,2024-06-27 04:13:00,Delivered,Ignored
LOG0004074,ST2025004179,WhatsApp,Outbound,Delivery Update,2024-04-06 20:44:00,Delivered,Ignored
LOG0004075,ST2025007625,WhatsApp,Outbound,Delivery Update,2024-04-14 08:10:00,Delivered,Ignored
LOG0004076,ST2025000086,Email,Outbound,Delivery Update,2024-06-27 03:07:00,Delivered,Ignored
LOG0004077,ST2025000009,SMS,Inbound,Vet Transfer,2024-10-27 09:50:00,Delivered,Ignored
LOG0004078,ST2025003907,Call,Outbound,Vet Transfer,2024-12-05 04:09:00,Delivered,Clicked
LOG0004079,ST2025005896,Call,Outbound,Vet Transfer,2024-08-04 11:36:00,Delivered,Ignored
LOG0004080,ST2025001434,Email,Outbound,Delivery Update,2024-04-30 14:41:00,Delivered,Ignored
LOG0004081,ST2025002493,SMS,Outbound,Delivery Update,2024-10-19 21:18:00,Read,Ignored
LOG0004082,ST2025004985,Call,Outbound,Payment Reminder,2024-06-11 06:19:00,Read,Ignored
LOG0004083,ST2025002271,SMS,Outbound,Payment Reminder,2024-10-18 10:42:00,Delivered,Ignored
LOG0004084,ST2025005518,Call,Inbound,O2C,2024-06-22 22:40:00,Delivered,Ignored
LOG0004085,ST2025002246,Email,Outbound,O2C,2024-04-09 16:47:00,Delivered,Ignored
LOG0004086,ST2025008385,Email,Outbound,Payment Reminder,2024-08-01 04:42:00,Delivered,Ignored
LOG0004087,ST2025009345,Call,Outbound,Vet Transfer,2024-09-18 05:32:00,Delivered,Ignored
LOG0004088,ST2025004553,Email,Inbound,Payment Reminder,2024-04-10 05:34:00,Delivered,Ignored
LOG0004089,ST2025007056,Email,Inbound,Payment Reminder,2024-05-19 23:43:00,Read,Ignored
LOG0004090,ST2025008524,Call,Outbound,O2C,2024-11-09 19:14:00,Delivered,Ignored
LOG0004091,ST2025000520,WhatsApp,Outbound,Delivery Update,2024-10-14 04:14:00,Delivered,Ignored
LOG0004092,ST2025005583,WhatsApp,Outbound,O2C,2024-06-07 15:47:00,Delivered,Ignored
LOG0004093,ST2025003147,WhatsApp,Outbound,Delivery Update,2024-02-19 22:56:00,Delivered,Ignored
LOG0004094,ST2025004099,SMS,Outbound,Vet Transfer,2024-02-04 10:38:00,Failed,Replied
LOG0004095,ST2025003828,SMS,Outbound,Delivery Update,2024-04-11 22:03:00,Read,Ignored
LOG0004096,ST2025008415,Call,Outbound,Vet Transfer,2024-02-02 22:34:00,Read,Ignored
LOG0004097,ST2025002946,SMS,Outbound,Payment Reminder,2024-04-21 06:18:00,Delivered,Clicked
LOG0004098,ST2025003112,Call,Inbound,Vet Transfer,2024-10-06 14:16:00,Delivered,Ignored
LOG0004099,ST2025007361,SMS,Outbound,Vet Transfer,2024-09-04 02:35:00,Delivered,Clicked
LOG0004100,ST2025001610,Call,Outbound,O2C,2024-05-16 03:18:00,Delivered,Ignored
LOG0004101,ST2025006321,Call,Outbound,Vet Transfer,2024-11-09 17:28:00,Read,Ignored
LOG0004102,ST2025007739,SMS,Outbound,O2C,2024-04-10 07:19:00,Read,Ignored
LOG0004103,ST2025006446,Call,Outbound,Payment Reminder,2024-04-01 17:37:00,Delivered,Ignored
LOG0004104,ST2025004435,WhatsApp,Outbound,Payment Reminder,2024-11-07 10:18:00,Read,Clicked
LOG0004105,ST2025006549,SMS,Outbound,O2C,2024-06-02 03:34:00,Delivered,Clicked
LOG0004106,ST2025003349,Call,Outbound,Delivery Update,2024-03-16 16:34:00,Delivered,Replied
LOG0004107,ST2025001880,Call,Outbound,O2C,2024-08-20 04:50:00,Delivered,Clicked
LOG0004108,ST2025003857,SMS,Outbound,Delivery Update,2024-11-01 01:54:00,Delivered,Ignored
LOG0004109,ST2025008905,Call,Outbound,Payment Reminder,2024-01-30 06:16:00,Delivered,Ignored
LOG0004110,ST2025002749,WhatsApp,Outbound,O2C,2024-02-05 10:23:00,Read,Ignored
LOG0004111,ST2025007025,SMS,Outbound,O2C,2024-10-31 09:47:00,Delivered,Replied
LOG0004112,ST2025006628,Email,Outbound,Delivery Update,2024-09-06 23:04:00,Delivered,Ignored
LOG0004113,ST2025009995,Call,Outbound,Delivery Update,2024-11-12 15:20:00,Read,Ignored
LOG0004114,ST2025007196,SMS,Inbound,Delivery Update,2024-02-19 11:37:00,Delivered,Ignored
LOG0004115,ST2025008450,Call,Outbound,Vet Transfer,2024-10-07 21:51:00,Read,Ignored
LOG0004116,ST2025001972,Email,Inbound,Vet Transfer,2024-12-01 08:11:00,Read,Ignored
LOG0004117,ST2025006608,SMS,Outbound,O2C,2024-01-22 22:59:00,Read,Ignored
LOG0004118,ST2025000994,WhatsApp,Outbound,O2C,2024-03-15 18:52:00,Delivered,Ignored
LOG0004119,ST2025002771,Email,Outbound,Vet Transfer,2024-10-19 11:17:00,Delivered,Replied
LOG0004120,ST2025005606,Email,Outbound,Vet Transfer,2024-04-27 14:16:00,Delivered,Ignored
LOG0004121,ST2025006733,Email,Outbound,Vet Transfer,2024-10-12 00:37:00,Read,Clicked
LOG0004122,ST2025004082,Email,Outbound,Vet Transfer,2024-01-03 06:47:00,Delivered,Ignored
LOG0004123,ST2025003752,WhatsApp,Outbound,O2C,2024-09-28 02:25:00,Read,Ignored
LOG0004124,ST2025005369,WhatsApp,Outbound,O2C,2024-12-03 05:17:00,Delivered,Ignored
LOG0004125,ST2025008055,Call,Inbound,Delivery Update,2024-01-10 23:46:00,Delivered,Clicked
LOG0004126,ST2025003044,Email,Outbound,Payment Reminder,2024-04-05 12:42:00,Delivered,Ignored
LOG0004127,ST2025002098,SMS,Outbound,Vet Transfer,2024-05-25 21:31:00,Read,Replied
LOG0004128,ST2025004959,WhatsApp,Outbound,Vet Transfer,2024-02-14 07:01:00,Delivered,Ignored
LOG0004129,ST2025006413,Email,Outbound,O2C,2024-04-12 11:11:00,Delivered,Clicked
LOG0004130,ST2025004863,SMS,Outbound,Delivery Update,2024-06-28 10:43:00,Delivered,Replied
LOG0004131,ST2025001018,Call,Outbound,Vet Transfer,2024-08-31 01:04:00,Delivered,Ignored
LOG0004132,ST2025006026,WhatsApp,Outbound,O2C,2024-06-18 17:23:00,Delivered,Ignored
LOG0004133,ST2025008904,SMS,Outbound,O2C,2024-08-07 07:02:00,Failed,Ignored
LOG0004134,ST2025007217,Call,Outbound,Payment Reminder,2024-06-29 03:53:00,Delivered,Ignored
LOG0004135,ST2025002531,WhatsApp,Outbound,Delivery Update,2024-03-20 06:35:00,Delivered,Ignored
LOG0004136,ST2025005500,WhatsApp,Inbound,Payment Reminder,2024-10-01 18:14:00,Delivered,Replied
LOG0004137,ST2025007494,WhatsApp,Outbound,Vet Transfer,2024-02-29 10:10:00,Delivered,Ignored
LOG0004138,ST2025000976,SMS,Inbound,Vet Transfer,2024-09-30 07:42:00,Delivered,Ignored
LOG0004139,ST2025003621,SMS,Outbound,Delivery Update,2024-12-07 19:20:00,Delivered,Ignored
LOG0004140,ST2025001354,SMS,Outbound,Payment Reminder,2024-12-06 09:24:00,Delivered,Ignored
LOG0004141,ST2025008417,Email,Outbound,Delivery Update,2024-09-07 01:14:00,Delivered,Ignored
LOG0004142,ST2025009361,SMS,Outbound,Payment Reminder,2024-03-03 03:30:00,Delivered,Replied
LOG0004143,ST2025006302,Call,Outbound,Payment Reminder,2024-07-12 11:24:00,Read,Ignored
LOG0004144,ST2025001870,Call,Inbound,Delivery Update,2024-04-09 14:52:00,Read,Ignored
LOG0004145,ST2025008925,Call,Outbound,Delivery Update,2024-08-12 05:34:00,Delivered,Replied
LOG0004146,ST2025008938,SMS,Outbound,O2C,2024-01-17 01:40:00,Delivered,Ignored
LOG0004147,ST2025005252,SMS,Outbound,O2C,2024-08-17 22:24:00,Read,Clicked
LOG0004148,ST2025009939,Email,Outbound,Delivery Update,2024-08-07 16:16:00,Delivered,Clicked
LOG0004149,ST2025009727,Call,Inbound,Delivery Update,2024-03-14 17:32:00,Read,Ignored
LOG0004150,ST2025000830,WhatsApp,Outbound,Vet Transfer,2024-06-12 10:12:00,Delivered,Replied
LOG0004151,ST2025000849,WhatsApp,Outbound,Delivery Update,2024-02-15 13:29:00,Read,Ignored
LOG0004152,ST2025009729,SMS,Inbound,Payment Reminder,2024-01-29 23:33:00,Delivered,Clicked
